name,level,type,city,district,address,longitude,latitude
永昱居家呼吸照護所,B,專業照護服務,臺北市,大同區,臺北市大同區玉泉里南京西路155巷28號,121.5136032,25.05461884
春寧護理之家,B,喘息服務,臺北市,大同區,臺北市大同區長安西路35號3至8樓,121.5196915,25.05040169
樂福健康事業有限公司附設臺北市私立樂福居家長照機構,B,居家服務,臺北市,大同區,臺北市大同區西寧北路112號8樓,121.5088577,25.05611038
台北市朝陽服飾材料街區發展協會,C,巷弄長照站,臺北市,大同區,臺北市大同區朝陽里重慶北路2段46巷6號,121.5137863,25.05527496
柴寮仔社區發展協會,C,巷弄長照站,臺北市,大同區,臺北市大同區民權里民權西路172號1樓,121.5149841,25.06276894
臺北市大龍峒長青協會,C,巷弄長照站,臺北市,大同區,臺北市大同區保安里重慶北路3段313巷25號1樓~2樓,121.5148926,25.07417679
臺北市社區照護發展促進協會,C,巷弄長照站,臺北市,大同區,臺北市大同區鄰江里酒泉街172號1樓,121.5115509,25.0720005
社團法人台北市歐伊寇斯OIKOS社區關懷協會,C,巷弄長照站,臺北市,大同區,臺北市大同區永樂里延平北路2段60巷2號1~2樓,121.5115051,25.05539322
承德居家護理所,B,專業照護服務,臺北市,大同區,臺北市大同區承德路一段17號7樓-9,121.5170517,25.0502491
宗展股份有限公司附設臺北市私立辰心居家長照機構,B,喘息服務,臺北市,大同區,臺北市大同區西寧北路112號4樓之1,121.5088577,25.05611038
社團法人台灣樂活服務發展協會,C,巷弄長照站,臺北市,大同區,臺北市大同區斯文里承德路三段93號,121.5185699,25.06629944
樂福健康事業有限公司附設臺北市私立樂福居家長照機構,B,喘息服務,臺北市,大同區,臺北市大同區西寧北路112號8樓,121.5088577,25.05611038
臺北市立聯合醫院,A,個案管理服務,臺北市,大同區,臺北市大同區鄭州路145號,121.5088882,25.0506916
盤古銀髮股份有限公司附設臺北市私立家倍安居家長照機構,B,喘息服務,臺北市,大同區,臺北市大同區民權西路118巷12號1樓,121.5168152,25.06228065
臺北市私立仁家老人長期照顧中心,B,喘息服務,臺北市,大同區,臺北市大同區延平里001鄰甘州街55號5~6樓,121.5128632,25.05995941
宗展股份有限公司附設臺北市私立辰心居家長照機構,B,居家服務,臺北市,大同區,臺北市大同區西寧北路112號4樓之1,121.5088577,25.05611038
臺北市私立德安居家長照機構,B,喘息服務,臺北市,大同區,臺北市大同區安西街43之2號3樓之3,121.5100708,25.0602684
有限責任臺灣第二照顧服務勞動合作社附設臺北市私立二顧居家長照機構,B,喘息服務,臺北市,大同區,臺北市大同區南京西路436號11樓之1,121.508812,25.05327988
社團法人台灣樂活服務發展協會,C,巷弄長照站,臺北市,大同區,臺北市大同區至聖里重慶北路三段223巷43號,121.5155258,25.07058525
社團法人中華視障安養福利協會,C,巷弄長照站,臺北市,大同區,臺北市大同區隆和里伊寧街37號,121.5122299,25.06473732
財團法人臺北市松年長春社會福利基金會大橋教會,C,巷弄長照站,臺北市,大同區,臺北市大同區景星里迪化街2段65號,121.5095901,25.06492615
臺北市政府社會局委託天主教耕莘醫療財團法人永和耕莘醫院經營管理臺北市大龍老人住宅,C,巷弄長照站,臺北市,大同區,臺北市大同區至聖里至聖里民族西路105號4樓、4樓-1,121.5173569,25.06872559
社團法人台灣樂活服務發展協會,C,巷弄長照站,臺北市,大同區,臺北市大同區老師里重慶北路3段278-2號6樓,121.5135422,25.07260513
臺北市私立德安居家長照機構,B,居家服務,臺北市,大同區,臺北市大同區安西街43之2號3樓之3,121.5100708,25.0602684
盤古銀髮股份有限公司附設臺北市私立家倍安居家長照機構,B,居家服務,臺北市,大同區,臺北市大同區民權西路118巷12號1樓,121.5168152,25.06228065
台北市大同區圓環社區發展協會,C,巷弄長照站,臺北市,大同區,臺北市大同區建功里重慶北路1段83巷37號,121.5141449,25.05266953
宜康復健科診所,B,專業照護服務,臺北市,大同區,臺北市大同區民族西路126號1樓,121.5164642,25.06844711
臺北市政府社會局委託台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院經營管理臺北市大同社區長照機構,B,日間照顧服務,臺北市,大同區,臺北市大同區昌吉街52號8至10樓,121.5163422,25.06581497
臺北市私立晉安老人長期照顧中心,B,喘息服務,臺北市,大同區,臺北市大同區至聖里032鄰重慶北路3段175、177號1~4樓,121.5134888,25.06528473
臺北市私立慧光老人養護所,B,喘息服務,臺北市,大同區,臺北市大同區星明里 014鄰寧夏路32 號5樓,121.5151443,25.05595398
有限責任臺灣第二照顧服務勞動合作社附設臺北市私立二顧居家長照機構,B,居家服務,臺北市,大同區,臺北市大同區南京西路436號11樓之1,121.508812,25.05327988
臺北市立聯合醫院居家式服務類長期照顧服務機構,B,居家服務,臺北市,大同區,臺北市大同區玉泉里鄭州路145號,121.5093231,25.05097008
社團法人台灣樂活服務發展協會,C,巷弄長照站,臺北市,大同區,臺北市大同區蓬萊里大龍街38號1樓,121.5159073,25.06455231
財團法人台南市私立聖功社會福利慈善事業基金會附設臺南市私立聖功居家式服務類長期照顧服務機構,B,喘息服務,臺南市,北區,臺南市北區文成路785號1樓,120.1944427,23.01203537
臺南市私立詮恩老人長期照顧中心,B,喘息服務,臺南市,北區,臺南市北區公園路952巷42號,120.2151337,23.01587105
臺南市私立永伈居家式服務類長期照顧服務機構,B,居家服務,臺南市,北區,臺南市北區北園街8巷10號3樓,120.2235641,23.01037025
臺南市北區振興社區發展協會,C,巷弄長照站,臺南市,北區,臺南市北區振興里開元路190號,120.220314,23.00726891
康柏物理治療所,B,專業照護服務,臺南市,北區,臺南市北區臨安路二段73號,120.1968079,23.00292587
財團法人樹河社會福利基金會附設臺南市私立開元社區式服務類長期照顧服務機構,B,日間照顧服務,臺南市,北區,臺南市北區振興里開元路124號3樓-1,120.2185059,23.00667
財團法人樹河社會福利基金會附設臺南市私立悠悠家園社區式服務類長期照顧服務機構,B,喘息服務,臺南市,北區,臺南市北區振興里開元路124號3樓-2,120.2185059,23.00667
開元寺慈愛醫院附設護理之家,B,喘息服務,臺南市,北區,臺南市北區北園街89之1號2樓,120.2229004,23.01190567
翔安臺灣物理治療所,B,專業照護服務,臺南市,北區,臺南市北區成功里北成路31號1-2樓,120.2109985,23.01854134
財團法人台南市私立荷園社會福利慈善事業基金會附設臺南市私立荷園居家式服務類長期照顧服務機構,B,喘息服務,臺南市,北區,臺南市北區長榮路五段37號2樓,120.2342682,23.01611519
臺南市私立永伈居家式服務類長期照顧服務機構,B,喘息服務,臺南市,北區,臺南市北區北園街8巷10號3樓,120.2235641,23.01037025
財團法人台南市私立聖功社會福利慈善事業基金會附設臺南市私立聖功居家式服務類長期照顧服務機構,B,居家服務,臺南市,北區,臺南市北區文成路785號1樓,120.1944427,23.01203537
聖公護理之家,B,喘息服務,臺南市,北區,臺南市北區文成路785號1-2樓,120.1942978,23.01202202
永伈居家護理所,B,專業照護服務,臺南市,北區,臺南市北區元寶里北園街38號2樓之6,120.2233887,23.01157951
台南市私立慈愛老人養護中心,B,喘息服務,臺南市,北區,臺南市北區西門北園街89號3樓,120.2229004,23.01190567
台南市私立聖功老人養護中心,B,喘息服務,臺南市,北區,臺南市北區舊港文成路785號3樓,120.1943207,23.01203918
財團法人台南市私立荷園社會福利慈善事業基金會附設臺南市私立荷園居家式服務類長期照顧服務機構,B,居家服務,臺南市,北區,臺南市北區長榮路五段37號2樓,120.2342682,23.01611519
國立成功大學醫學院附設醫院,A,個案管理服務,臺南市,北區,臺南市北區仁愛里勝利路138號,120.2189865,23.0021801
開元寺慈愛醫院附設護理之家,B,專業照護服務,臺南市,北區,臺南市北區北園街89之1號2樓,120.2229004,23.01190567
佑誠居家職能治療所,B,專業照護服務,臺南市,北區,臺南市北區和順里臨安路二段249巷18號1樓,120.2006912,23.00522995
臺南市北區正覺社區發展協會,C,巷弄長照站,臺南市,北區,臺南市北區正覺里公園路769巷20弄5號,120.2149277,23.018507
財團法人樹河社會福利基金會,A,個案管理服務,臺南市,北區,臺南市北區振興里開元路124號3樓,120.2190475,23.00666428
永伈居家護理所,C,巷弄長照站,臺南市,北區,臺南市北區元寶里北園街38號2樓之6,120.2233887,23.01157951
臺南市北區成功社區發展協會,C,巷弄長照站,臺南市,北區,臺南市北區華德里中華北路二段237-1號,120.2055054,23.02160645
永昌診所,B,居家失能個案家庭醫師照護服務,臺南市,北區,臺南市北區開元路95號一樓,120.2174988,23.00649643
寬心診所,B,居家失能個案家庭醫師照護服務,臺南市,北區,臺南市北區華德里北安路213號1樓,120.2073135,23.01833534
看見光亮心理諮商所,B,專業照護服務,臺南市,北區,臺南市北區文元里海安路三段985巷27弄13號,120.1991806,23.01877594
財團法人台南市私立聖功社會福利慈善事業基金會,C,巷弄長照站,臺南市,北區,臺南市北區元美里文成路785號3樓,120.1942978,23.01202202
永伈居家護理所,B,喘息服務,臺南市,北區,臺南市北區元寶里北園街38號2樓之6,120.2233887,23.01157951
國立成功大學醫學院附設醫院,B,營養餐飲服務,臺南市,北區,臺南市北區仁愛里勝利路138號,120.2189865,23.0021801
國立成功大學醫學院附設醫院,B,專業照護服務,臺南市,北區,臺南市北區仁愛里勝利路138號,120.2192307,23.00221062
重安復康巴士有限公司,B,交通接送服務,臺南市,北區,臺南市北區民德路58巷68號1樓,120.2033157,23.00805283
禾圓建設開發有限公司附設臺南市私立欣洋居家長照機構,B,居家服務,臺南市,北區,臺南市北區長勝里18鄰長勝北街68號1樓,120.2197037,23.01078033
陳冠文內科診所,B,居家失能個案家庭醫師照護服務,臺南市,北區,臺南市北區東興里小東路171號,120.22715,23.00038338
九翌復健科診所,B,居家失能個案家庭醫師照護服務,臺南市,北區,臺南市北區公園南路358號一樓,120.2026062,23.00310516
維摩詰診所,B,居家失能個案家庭醫師照護服務,臺南市,北區,臺南市北區賢北里和緯路五段210號,120.1817856,23.00518036
社團法人臺南市臺南都志願服務協會,A,個案管理服務,臺南市,北區,臺南市北區和緯路1段96巷42號4樓,120.214386,23.01046753
田源有限公司附設臺南市私立田源居家長照機構,B,喘息服務,臺南市,北區,臺南市北區大光里14鄰北門路二段549號2樓,120.2161636,23.01080322
臺南市北區勝安社區發展協會,C,巷弄長照站,臺南市,北區,臺南市北區長勝里開元路73巷21號,120.2177658,23.00732231
財團法人樹河社會福利基金會附設臺南市私立開元社區式服務類長期照顧服務機構,B,喘息服務,臺南市,北區,臺南市北區振興里開元路124號3樓-1,120.2185059,23.00667
社團法人臺南市北區大港社區發展協會,C,巷弄長照站,臺南市,北區,臺南市北區正覺里武陵公園路769巷20弄5號,120.2149277,23.018507
張金石小兒科診所,B,居家失能個案家庭醫師照護服務,臺南市,北區,臺南市北區公園路191號,120.2075653,22.99926567
臺南市北區東興社區發展協會,C,巷弄長照站,臺南市,北區,臺南市北區東興里小東路401巷51-1號,120.2323685,22.99907303
社團法人台南市玉山原鄉全人關懷協會,C,巷弄長照站,臺南市,北區,臺南市北區北門里長榮路5段406巷28號,120.214798,23.01413918
臺南市北區力行社區發展協會,C,巷弄長照站,臺南市,北區,臺南市北區力行里力行里力行一街52號,120.2288284,23.00882149
臺南市私立佳和老人長期照顧中心,B,喘息服務,臺南市,北區,臺南市北區北成路350號,120.2035599,23.0199604
禾圓建設開發有限公司附設臺南市私立欣洋居家長照機構,B,喘息服務,臺南市,北區,臺南市北區長勝里18鄰長勝北街68號1樓,120.2197037,23.01078033
田源有限公司附設臺南市私立田源居家長照機構,B,居家服務,臺南市,北區,臺南市北區大光里14鄰北門路二段549號2樓,120.2161636,23.01080322
財團法人樹河社會福利基金會附設臺南市私立悠悠家園社區式服務類長期照顧服務機構,B,日間照顧服務,臺南市,北區,臺南市北區振興里開元路124號3樓-2,120.2185059,23.00667
國立成功大學醫學院附設醫院附設居家護理所,B,專業照護服務,臺南市,北區,臺南市北區仁愛里勝利路138號,120.2189865,23.0021801
財團法人臺南市私立聖功社會福利慈善事業基金會,B,營養餐飲服務,臺南市,北區,臺南市北區文成路785號3F,120.1942978,23.01202202
臺南市北區大仁社區發展協會,C,巷弄長照站,臺南市,北區,臺南市北區大興里大興里和緯路一段1號,120.2164612,23.00901222
財團法人臺南市私立萬安社會福利慈善事業基金會附設臺南市私立小腳腿社區式服務類長期照顧服務機構,B,日間照顧服務,臺南市,柳營區,臺南市柳營區篤農里小腳腿226-1號,120.3664703,23.28496933
財團法人臺南市私立萬安社會福利慈善事業基金會附設臺南市私立小腳腿失智社區式服務類長期照顧服務機構,B,日間照顧服務,臺南市,柳營區,臺南市柳營區篤農里小腳腿226-1號2樓B室,120.3659744,23.2939167
財團法人台南市私立萬安社會福利慈善事業基金會,A,個案管理服務,臺南市,柳營區,臺南市柳營區篤農里小腳腿226-1號2樓,120.3311157,23.31374168
奇美醫療財團法人附設柳營奇美居家護理所,B,專業照護服務,臺南市,柳營區,臺南市柳營區太康里201號,120.3247375,23.28932381
奇美醫療財團法人柳營奇美醫院,A,個案管理服務,臺南市,柳營區,臺南市柳營區太康里201號,120.3247375,23.28932381
臺南市柳營區大農里辦公處,C,巷弄長照站,臺南市,柳營區,臺南市柳營區大農里大農里義士路1段450號,120.3819962,23.28341675
臺南市柳營區重溪里辦公處,C,巷弄長照站,臺南市,柳營區,臺南市柳營區篤農里226-1號,120.2843781,23.29823685
臺南市柳營區果毅社區發展協會,C,巷弄長照站,臺南市,柳營區,臺南市柳營區果毅里4-7號,120.3721695,23.25790977
臺南市柳營區太康里辦公處,C,巷弄長照站,臺南市,柳營區,臺南市柳營區太康里太康里12鄰113號,120.3322906,23.28804779
臺南市私立康健社區式服務類長期照顧服務機構,B,家庭托顧服務,臺南市,東區,臺南市東區三民裕農路288巷100號,120.2292175,22.98596573
財團法人台南市基督教青年會社會福利慈善事業基金會附設臺南市私立YMCA居家式服務類長期照顧服務機構,B,居家服務,臺南市,東區,臺南市東區大同路一段59號5樓,120.2114182,22.98747253
財團法人台南市基督教青年會社會福利慈善事業基金會附設臺南市私立東門社區式服務類長期照顧服務機構,B,喘息服務,臺南市,東區,臺南市東區大同里大同路一段59號,120.2114182,22.98747253
財團法人台南市基督教青年會社會福利慈善事業基金會附設臺南市私立YMCA居家式服務類長期照顧服務機構,B,營養餐飲服務,臺南市,東區,臺南市東區大同路一段59號5樓,120.2114182,22.98747253
臺南市東區關聖里辦公室,C,巷弄長照站,臺南市,東區,臺南市東區關聖里裕和路307號,120.244873,22.9879303
臺南市立醫院,B,專業照護服務,臺南市,東區,臺南市東區崇成里崇德路670號,120.2268143,22.96870613
台南市立醫院,A,個案管理服務,臺南市,東區,臺南市東區崇成里崇德路670號,120.2267456,22.96853447
社團法人中華民國基督教女青年會協會台灣省台南市支會附設臺南市私立女青居家式服務類長期照顧服務機構,B,喘息服務,臺南市,東區,臺南市東區福德裕農路375號4樓,120.2301331,22.98762894
臺南市私立有德老人長期照顧中心,B,喘息服務,臺南市,東區,臺南市東區自由路1段61號,120.2329865,22.96681404
德光護理之家,B,喘息服務,臺南市,東區,臺南市東區崇德路160號1至4樓,120.2201233,22.97896194
財團法人台南市基督教青年會社會福利慈善事業基金會附設臺南市私立東門社區式服務類長期照顧服務機構,B,小規模多機能服務,臺南市,東區,臺南市東區大同里大同路一段59號,120.2114182,22.98747253
台灣基督長老教會新樓醫療財團法人附設台南新樓居家護理所,B,專業照護服務,臺南市,東區,臺南市東區東門里東門路1段57號,120.2122345,22.98814583
人慈護理之家,B,喘息服務,臺南市,東區,臺南市東區崇道路135號,120.2290039,22.97231293
社團法人台南市家庭關懷協會附設臺南市私立東寧居家式服務類長期照顧服務機構,B,居家服務,臺南市,東區,臺南市東區中西里東寧路120巷10-2號,120.2217712,22.99098969
台南市私立同德老人養護中心,B,喘息服務,臺南市,東區,臺南市東區崇德26街7號,120.2280655,22.96269989
台南市立醫院,B,專業照護服務,臺南市,東區,臺南市東區崇成里崇德路670號,120.2267456,22.96853447
佑誠復健科診所,B,專業照護服務,臺南市,東區,臺南市東區崇學里中華東路三段220號,120.2251892,22.97657967
社團法人臺南市物理治療師公會,B,專業照護服務,臺南市,東區,臺南市東區東門里長榮路一段256號8樓之8,120.2189102,22.98637009
社團法人台南市家庭關懷協會附設臺南市私立東寧居家式服務類長期照顧服務機構,B,喘息服務,臺南市,東區,臺南市東區中西里東寧路120巷10-2號,120.2217712,22.99098969
社團法人中華民國基督教女青年會協會台灣省台南市支會附設臺南市私立女青居家式服務類長期照顧服務機構,B,居家服務,臺南市,東區,臺南市東區福德裕農路375號4樓,120.2301331,22.98762894
佳安居家護理所,B,專業照護服務,臺南市,東區,臺南市東區富農街一段282號1-2樓,120.2354126,22.98390961
財團法人台南市基督教青年會社會福利慈善事業基金會,A,個案管理服務,臺南市,東區,臺南市東區大同路1段59號,120.2119217,22.98858452
社團法人臺南市家庭關懷協會,B,營養餐飲服務,臺南市,東區,臺南市東區東寧路120巷10-2號,120.2217712,22.99098969
杉東居家物理治療所,B,專業照護服務,臺南市,東區,臺南市東區德高里仁和路145-1號1樓,120.2301254,23.00105667
社團法人臺南市家庭關懷協會,B,專業照護服務,臺南市,東區,臺南市東區東寧路120巷10-2號,120.2217712,22.99098969
財團法人台南市基督教青年會社會福利慈善事業基金會附設臺南市私立YMCA居家式服務類長期照顧服務機構,B,喘息服務,臺南市,東區,臺南市東區大同路一段59號5樓,120.2114182,22.98747253
台南市私立長佳老人養護中心,B,喘息服務,臺南市,東區,臺南市東區崇學路230巷59號2-3樓,120.2262115,22.98124695
美佑護理之家,B,喘息服務,臺南市,東區,臺南市東區崇明18街5號1-4樓(本院),120.2260284,22.97035599
台南市私立長佳護理之家,B,喘息服務,臺南市,東區,臺南市東區崇信里崇學路230巷59號4-5樓,120.2262115,22.98124695
合意物理治療所,B,專業照護服務,臺南市,東區,臺南市東區崇明路589-8號2樓,120.2258453,22.97040749
臺南市東區大福社區發展協會,C,巷弄長照站,臺南市,東區,臺南市東區大福里立德九路46號,120.2152176,22.97710037
臺南市東區裕聖社區發展協會,C,巷弄長照站,臺南市,東區,臺南市東區裕聖里裕聖里裕敬路350號,120.2455673,22.97977066
智鄰居家職能治療所,B,專業照護服務,臺南市,東區,臺南市東區大智里崇善15街7巷66弄15號1樓,120.2343216,22.96368408
臺南市東區德光里辦公處,C,巷弄長照站,臺南市,東區,臺南市東區德光里德光里德光里崇德路111號,120.2186356,22.98052025
臺南市東區富強社區發展協會,C,巷弄長照站,臺南市,東區,臺南市東區富強里裕農路446巷88號,120.2318115,22.98588371
江錫輝診所,B,居家失能個案家庭醫師照護服務,臺南市,東區,臺南市東區龍山里林森路一段363號1樓,120.220993,22.98457527
臺南市沐恩關懷協會附設臺南市私立沐恩居家長照機構,B,喘息服務,臺南市,東區,臺南市東區崇德三十二街47號,120.2288589,22.96029091
臺南市東區東光社區發展協會,C,巷弄長照站,臺南市,東區,臺南市東區東光里東光路一段39-1號,120.2307892,22.99155808
臺南市東區後甲社區發展協會,C,巷弄長照站,臺南市,東區,臺南市東區南聖里裕農路878號,120.2426453,22.98959923
財團法人台南市基督教青年會社會福利慈善事業基金會附設臺南市私立東門身障社區長照機構,B,日間照顧服務,臺南市,東區,臺南市東區大同路一段59號4樓,120.2115402,22.98747444
慈恩管理顧問有限公司附設臺南市私立慈恩居家長照機構,B,喘息服務,臺南市,東區,臺南市東區東門路一段135巷1號1樓,120.2117233,23.01319885
台南市東區關聖里辦公室,C,巷弄長照站,臺南市,東區,臺南市東區關聖里南聖里裕孝路118號3樓,120.2435226,22.98678207
陳錦標診所,B,居家失能個案家庭醫師照護服務,臺南市,東區,臺南市東區東門路二段213號,120.224884,22.98462105
慈恩管理顧問有限公司附設臺南市私立慈恩居家長照機構,B,居家服務,臺南市,東區,臺南市東區東門路一段135巷1號1樓,120.2117233,23.01319885
台南市私立長佳護理之家,C,巷弄長照站,臺南市,東區,臺南市東區崇信里崇學路230巷59號4-5樓,120.2262115,22.98124695
台灣基督教長老教會新樓醫療財團法人台南新樓醫院,B,專業照護服務,臺南市,東區,臺南市東區東門里東門路一段57號,120.2128067,22.98915863
丁慶雄耳鼻喉科診所,B,居家失能個案家庭醫師照護服務,臺南市,東區,臺南市東區後甲里裕農路613號,120.2352371,22.98873329
美佑護理之家,B,日間照顧服務,臺南市,東區,臺南市東區崇明18街5號1-4樓(本院),120.2260284,22.97035599
臺南市沐恩關懷協會附設臺南市私立沐恩居家長照機構,B,居家服務,臺南市,東區,臺南市東區崇德三十二街47號,120.2288589,22.96029091
社團法人台南市藥師公會,B,專業照護服務,臺南市,東區,臺南市東區東平路9巷1號7樓,120.2337646,22.99457932
江錫輝診所,B,專業照護服務,臺南市,東區,臺南市東區龍山里林森路一段363號1樓,120.220993,22.98457527
台南市東區後甲社區發展協會,B,喘息服務,臺南市,東區,臺南市東區仙水裕農路878號,120.2426453,22.98959923
天主教若瑟醫療財團法人附設雲林縣私立玫瑰社區服務類長期照顧機構,B,日間照顧服務,雲林縣,大埤鄉,雲林縣大埤鄉豐岡村49-1號,120.4504623,23.65764046
雲林縣大埤鄉尚義社區發展協會,C,巷弄長照站,雲林縣,大埤鄉,雲林縣大埤鄉尚義村尚義6-5號(活動中心),120.4617538,23.63252449
雲林縣大埤鄉北和社區發展協會,C,巷弄長照站,雲林縣,大埤鄉,雲林縣大埤鄉北和村中山路大宅巷11-1號,120.4294586,23.64715767
天主教若瑟醫療財團法人附設雲林縣私立玫瑰社區服務類長期照顧機構,B,喘息服務,雲林縣,大埤鄉,雲林縣大埤鄉豐岡村49-1號,120.4504623,23.65764046
雲林縣私立歡禧老人長期照顧中心,B,喘息服務,雲林縣,西螺鎮,雲林縣西螺鎮大園里福來路265巷15號,120.4465103,23.78408623
社團法人雲林縣西螺愛心慈善會,C,巷弄長照站,雲林縣,西螺鎮,雲林縣西螺鎮廣福里廣興路180號,120.4651794,23.79370308
彰化基督教醫療財團法人附設雲林基督教護理之家,B,喘息服務,雲林縣,西螺鎮,雲林縣西螺鎮新豐里市場南路371號第5樓層,120.4418793,23.78170776
社團法人雲林縣物理治療師公會,B,專業照護服務,雲林縣,西螺鎮,雲林縣西螺鎮正興里中山路127號2樓,120.4608765,23.79991531
正佳物理治療所,B,專業照護服務,雲林縣,西螺鎮,雲林縣西螺鎮正興里中山路127號2樓,120.4608765,23.79991531
雲林縣私立慧安社區長照機構,B,家庭托顧服務,雲林縣,西螺鎮,雲林縣西螺鎮九隆里九隆45號,120.4368591,23.74972534
育仁醫院附設護理之家,B,喘息服務,雲林縣,西螺鎮,雲林縣西螺鎮福興里延平路162號4、6、7、8、9樓,120.4609146,23.80133629
佛教慈濟醫療財團法人斗六慈濟醫院,A,個案管理服務,雲林縣,西螺鎮,雲林縣西螺鎮大園里光復東路88號,120.4690323,23.80038452
福安藥局,B,專業照護服務,雲林縣,西螺鎮,雲林縣西螺鎮永安里社口83號,120.4405594,23.79061508
財團法人老五老基金會,A,個案管理服務,雲林縣,西螺鎮,雲林縣西螺鎮光復西路13-2號,120.4655762,23.79746819
彰化基督教醫療財團法人雲林基督教醫院,B,專業照護服務,雲林縣,西螺鎮,雲林縣西螺鎮光華里市場南路371號5樓,120.4418793,23.78170776
彰化基督教醫療財團法人雲林基督教醫院,C,巷弄長照站,雲林縣,西螺鎮,雲林縣西螺鎮河南里河南58號,120.4414215,23.79954338
彰化基督教醫療財團法人雲林基督教醫院,C,巷弄長照站,雲林縣,西螺鎮,雲林縣西螺鎮福田里新厝20號,120.4276276,23.77474976
社團法人雲林縣正駿關懷協會,C,巷弄長照站,雲林縣,西螺鎮,雲林縣西螺鎮漢光里西興南路95號,120.4559631,23.7971096
雲林縣西螺鎮下湳社區發展協會,C,巷弄長照站,雲林縣,西螺鎮,雲林縣西螺鎮下湳里安南81號(社區活動中心),120.4355392,23.7629261
厚安居家護理所,B,專業照護服務,雲林縣,西螺鎮,雲林縣西螺鎮漢光里光復西路336號,120.455162,23.79631233
財團法人老五老基金會,C,巷弄長照站,雲林縣,西螺鎮,雲林縣西螺鎮廣福里光?西?13-2號,120.4659195,23.79755211
雲林縣西螺鎮埤頭社區發展協會,C,巷弄長照站,雲林縣,西螺鎮,雲林縣西螺鎮正興里籃厝25-1號,120.4748306,23.78028488
厚安居家護理所,B,專業照護服務,雲林縣,西螺鎮,雲林縣西螺鎮漢光里光復西路336號,120.4552231,23.7963028
雲林縣私立恩惠老人長期照顧中心,B,喘息服務,雲林縣,斗南鎮,雲林縣斗南鎮新庄20-36號,120.4967041,23.67876816
雲林縣聖心社會關懷協會附設雲林縣私立他里霧樂活綜合式服務類長期照顧服務機構,B,喘息服務,雲林縣,斗南鎮,雲林縣斗南鎮新興街16號,120.4817047,23.67547226
雲林縣私立慈愛老人養護所,B,喘息服務,雲林縣,斗南鎮,雲林縣斗南鎮阿丹里興中1號,120.5013428,23.65845108
佛教慈濟醫療財團法人斗六慈濟醫院,A,個案管理服務,雲林縣,斗南鎮,雲林縣斗南鎮東仁里新生二路178號,120.4856949,23.67585754
雲林縣聖心社會關懷協會附設雲林縣私立他里霧樂活綜合式服務類長期照顧服務機構,B,居家服務,雲林縣,斗南鎮,雲林縣斗南鎮新興街16號,120.4817047,23.67547226
雲林縣私立僑真老人養護中心,B,喘息服務,雲林縣,斗南鎮,雲林縣斗南鎮舊社里新生三路2840號,120.4780045,23.66671371
雲林縣私立雙福佛門老人長期照顧中心,B,喘息服務,雲林縣,斗南鎮,雲林縣斗南鎮大業路152巷5弄28號,120.4695435,23.69650459
劉泰成聯合診所,B,居家失能個案家庭醫師照護服務,雲林縣,斗南鎮,雲林縣斗南鎮東仁里中山路12號,120.4803848,23.67366409
雲林縣聖心社會關懷協會,A,個案管理服務,雲林縣,斗南鎮,雲林縣斗南鎮斗南新興街16號,120.4817047,23.67547226
雲林縣私立石龜老人養護中心,B,喘息服務,雲林縣,斗南鎮,雲林縣斗南鎮靖興里靖光路37號,120.4800339,23.64465332
雲林縣聖心社會關懷協會,C,巷弄長照站,雲林縣,斗南鎮,雲林縣斗南鎮東仁里新興街42號,120.4812775,23.67524338
感恩藥局,B,專業照護服務,雲林縣,斗南鎮,雲林縣斗南鎮舊社里民權路20號,120.4790497,23.67401123
惠生大藥局,B,專業照護服務,雲林縣,斗南鎮,雲林縣斗南鎮中天里文元街50號,120.4776001,23.67543983
楊老師語言治療所,B,專業照護服務,雲林縣,斗南鎮,雲林縣斗南鎮西岐里9鄰建國一路27巷25號,120.4804306,23.68292427
雲林縣斗南鎮新光社區發展協會,C,巷弄長照站,雲林縣,斗南鎮,雲林縣斗南鎮新光里光明路11號,120.4543991,23.7048893
雲林縣私立全佑老人長期照顧中心,B,喘息服務,雲林縣,斗南鎮,雲林縣斗南鎮文安30-22號,120.4805908,23.69366646
財團法人天主教中華道明修女會附設私立福安老人療養所,B,喘息服務,雲林縣,斗南鎮,雲林縣斗南鎮興北路99號,120.4816895,23.67943001
?華診所,B,居家失能個案家庭醫師照護服務,雲林縣,斗南鎮,雲林縣斗南鎮南昌里民權路11-1號,120.479332,23.67389297
雲林縣斗南鎮舊社社區發展協會,C,巷弄長照站,雲林縣,斗南鎮,雲林縣斗南鎮舊社里興國路40號,120.4799881,23.66842079
惠宏藥局,C,巷弄長照站,雲林縣,斗南鎮,雲林縣斗南鎮西岐里延平路二段264號,120.4785538,23.67840958
慕?居家護理所,B,專業照護服務,雲林縣,斗南鎮,雲林縣斗南鎮守成街158巷2號,120.4713058,23.66930962
慕?居家護理所,C,巷弄長照站,雲林縣,斗南鎮,雲林縣斗南鎮守成街158巷2號,120.4713058,23.66930962
仁安堂藥局,B,專業照護服務,雲林縣,斗南鎮,雲林縣斗南鎮南昌里文元街43號,120.4778366,23.67534637
雲林縣私立伊甸園老人長期照顧中心,B,喘息服務,雲林縣,虎尾鎮,雲林縣虎尾鎮下溪里大庄76-16號,120.460228,23.70523643
