name,type,city,district,address,longitude,latitude,capacity,evaluate_year,evaluation_type,evaluation_result,rating_amount,rating_score,rating_average,google
基隆市仁愛區仁愛國民小學附設幼兒園,公立,基隆市,仁愛區,基隆市仁愛區仁二路139號,121.7462697,25.1278698,120,104學年度,基礎評鑑,全數指標通過基礎評鑑,50,160,3.2,2.3
基隆市仁愛區南榮國民小學附設幼兒園,公立,基隆市,仁愛區,基隆市仁愛區南榮路321號,121.744164,25.1190551,45,105學年度,基礎評鑑,全數指標通過基礎評鑑,42,130,3.095238095,3.5
基隆市仁愛區成功國民小學附設幼兒園,公立,基隆市,仁愛區,基隆市仁愛區獅球路6號,121.73814,25.1254865,90,104學年度,基礎評鑑,全數指標通過基礎評鑑,8,40,5,3.7
基隆市仁愛區尚智國民小學附設幼兒園,公立,基隆市,仁愛區,基隆市仁愛區龍安街326號,121.742057,25.12054,30,105學年度,追蹤評鑑,全數指標通過追蹤評鑑,21,95,4.523809524,2.7
基隆市信義區信義國民小學附設幼兒園,公立,基隆市,仁愛區,基隆市仁愛區仁二路135號,121.7469015,25.1274807,60,103學年度,基礎評鑑,全數指標通過基礎評鑑,17,48,2.823529412,5
基隆市立安心幼兒園光華分班,公立,基隆市,仁愛區,基隆市仁愛區成功一路131號1樓,121.7361981,25.1286406,200,103學年度,基礎評鑑,全數指標通過基礎評鑑,12,46,3.833333333,2.4
基隆市私立吉的堡仁愛幼兒園,私立,基隆市,仁愛區,基隆市仁愛區仁一路261之8號及261之1號2樓之1,121.7485114,25.1282337,87,105學年度,基礎評鑑,全數指標通過基礎評鑑,42,160,3.80952381,2.8
基隆市私立維也納幼兒園,私立,基隆市,仁愛區,基隆市仁愛區南榮路22號2樓,121.742598,25.125651,90,104學年度,基礎評鑑,全數指標通過基礎評鑑,50,145,2.9,2.8
基隆市私立雙全幼兒園,私立,基隆市,仁愛區,基隆市仁愛區南榮路393巷19之1號,121.744705,25.118424,100,104學年度,基礎評鑑,全數指標通過基礎評鑑,44,79,1.795454545,4.8
基隆市私立筌勝幼兒園,私立,基隆市,仁愛區,基隆市仁愛區愛五路19巷34號,121.745063,25.12905,35,105學年度,追蹤評鑑,全數指標通過追蹤評鑑,47,122,2.595744681,0.3
基隆市信義區東光國民小學附設幼兒園,公立,基隆市,信義區,基隆市信義區東信路236巷16號,121.7629749,25.1295784,45,107學年度,基礎評鑑,全數指標通過基礎評鑑,50,160,3.2,3.9
基隆市信義區東信國民小學附設幼兒園,公立,基隆市,信義區,基隆市信義區正信路26號,121.7602397,25.1312703,90,105學年度,基礎評鑑,全數指標通過基礎評鑑,36,86,2.388888889,4.4
基隆市信義區中興國民小學附設幼兒園,公立,基隆市,信義區,基隆市信義區信二路40號,121.7570568,25.1304352,60,103學年度,基礎評鑑,全數指標通過基礎評鑑,48,230,4.791666667,3.8
基隆市信義區深澳國民小學附設幼兒園,公立,基隆市,信義區,基隆市信義區深澳坑路55-1號,121.7832959,25.1291718,106,103學年度,基礎評鑑,全數指標通過基礎評鑑,35,175,5,4.3
基隆市信義區深美國民小學附設幼兒園,公立,基隆市,信義區,基隆市信義區深美街198號,121.778441,25.137193,60,107學年度,基礎評鑑,全數指標通過基礎評鑑,15,41,2.733333333,3
基隆市信義區月眉國民小學附設幼兒園,公立,基隆市,信義區,基隆市信義區月眉路250巷22號,121.7568807,25.1251337,30,103學年度,基礎評鑑,全數指標通過基礎評鑑,22,81,3.681818182,3.7
基隆市私立新美幼兒園,私立,基隆市,信義區,基隆市信義區深溪路41號1-4樓,121.7820099,25.13212,36,105學年度,基礎評鑑,全數指標通過基礎評鑑,46,133,2.891304348,2.6
基隆市私立道生幼兒園,私立,基隆市,信義區,基隆市信義區東光路261-17號,121.7695719,25.131997,150,104學年度,基礎評鑑,全數指標通過基礎評鑑,6,17,2.833333333,4
基隆市私立柴爾德幼兒園,私立,基隆市,信義區,基隆市信義區仁一路27號3樓之1、2,121.755262,25.127872,30,104學年度,基礎評鑑,全數指標通過基礎評鑑,43,211,4.906976744,2.7
基隆市私立哈博士幼兒園,私立,基隆市,信義區,基隆市信義區深美街175號1-3樓,121.7777243,25.1368753,120,107學年度,基礎評鑑,全數指標通過基礎評鑑,40,168,4.2,2.9
財團法人天主教會臺北教區基隆市私立若石幼兒園,私立,基隆市,信義區,基隆市信義區信一路66號,121.7521489,25.1287228,300,107學年度,基礎評鑑,全數指標通過基礎評鑑,18,74,4.111111111,3.5
基隆市私立培利園幼兒園,私立,基隆市,信義區,基隆市信義區深溪路55巷48號,121.7816454,25.1328327,120,105學年度,基礎評鑑,全數指標通過基礎評鑑,16,66,4.125,4.3
基隆市私立慈愛幼兒園,私立,基隆市,信義區,基隆市信義區深澳坑路172巷44之32號,121.787084,25.124641,20,104學年度,基礎評鑑,全數指標通過基礎評鑑,34,109,3.205882353,4.1
基隆市私立喬傑利幼兒園,私立,基隆市,信義區,基隆市信義區仁一路37巷9號3樓,121.755123,25.127317,28,103學年度,追蹤評鑑,全數指標通過追蹤評鑑,46,193,4.195652174,2.9
基隆市私立吉的堡深美幼兒園,私立,基隆市,信義區,基隆市信義區深溪路141、143、145號,121.7825334,25.1346342,134,104學年度,基礎評鑑,全數指標通過基礎評鑑,27,76,2.814814815,2.4
基隆市私立啟賢幼兒園,私立,基隆市,信義區,"基隆市信義區正信路24之54號,24之55號",121.7616176,25.1317283,30,104學年度,基礎評鑑,全數指標通過基礎評鑑,13,47,3.615384615,2
基隆市私立嘉美幼兒園,私立,基隆市,信義區,基隆市信義區深溪路66號1-3樓,121.7823892,25.1325987,33,103學年度,基礎評鑑,全數指標通過基礎評鑑,26,117,4.5,3.1
基隆市私立薇莘幼兒園,私立,基隆市,信義區,基隆市信義區孝東路108號1樓,121.7770181,25.1280514,150,無評鑑資料,無評鑑資料,無評鑑資料,20,62,3.1,3.4
社團法人新竹市教保人員協會附設基隆市私立信義非營利幼兒園,非營利,基隆市,信義區,基隆市信義區東信路4號,121.768517,25.128819,106,無評鑑資料,無評鑑資料,無評鑑資料,3,10,3.333333333,3.6
基隆市中正區和平國民小學附設幼兒園,公立,基隆市,中正區,基隆市中正區和一路84巷26號,121.7660669,25.1556504,60,104學年度,基礎評鑑,全數指標通過基礎評鑑,42,172,4.095238095,4.4
基隆市中正區正濱國民小學附設幼兒園,公立,基隆市,中正區,基隆市中正區祥豐街216號,121.7706334,25.1466438,90,104學年度,基礎評鑑,全數指標通過基礎評鑑,32,112,3.5,4.4
基隆市中正區忠孝國民小學附設幼兒園,公立,基隆市,中正區,基隆市中正區中正路656巷150號,121.767144,25.149023,30,105學年度,基礎評鑑,全數指標通過基礎評鑑,17,24,1.411764706,1.9
基隆市中正區中正國民小學附設幼兒園,公立,基隆市,中正區,基隆市中正區中船路36巷4號,121.750872,25.136079,120,105學年度,基礎評鑑,全數指標通過基礎評鑑,38,182,4.789473684,2.5
基隆市中正區八斗國民小學附設幼兒園,公立,基隆市,中正區,基隆市中正區北寧路396巷52號,121.7977897,25.1387135,106,104學年度,基礎評鑑,全數指標通過基礎評鑑,37,144,3.891891892,2.8
基隆市立安心幼兒園八斗分班,公立,基隆市,中正區,基隆市中正區八斗街57號2樓,121.79634,25.143313,100,103學年度,基礎評鑑,全數指標通過基礎評鑑,2,7,3.5,2.9
基隆市私立小太陽幼兒園,私立,基隆市,中正區,基隆市中正區義一路87號2樓之2、2樓之3、 89號1樓,121.746714,25.134843,62,107學年度,基礎評鑑,全數指標通過基礎評鑑,44,185,4.204545455,2.2
基隆市私立文馨義一幼兒園,私立,基隆市,中正區,基隆市中正區義一路130號2樓,121.7470361,25.1347938,70,103學年度,基礎評鑑,全數指標通過基礎評鑑,49,245,5,4.9
基隆市私立何佳仁幼兒園,私立,基隆市,中正區,基隆市中正區信二路276號,121.7470774,25.1312814,160,105學年度,基礎評鑑,全數指標通過基礎評鑑,19,70,3.684210526,4.7
基隆市私立培利安幼兒園,私立,基隆市,中正區,基隆市中正區新豐街510號1、2樓,121.784889,25.135506,60,104學年度,基礎評鑑,全數指標通過基礎評鑑,9,40,4.444444444,3.4
基隆市私立海大幼兒園,私立,基隆市,中正區,基隆市中正區新豐街251巷9弄1號,121.7888248,25.1347935,40,107學年度,基礎評鑑,全數指標通過基礎評鑑,27,124,4.592592593,3.8
財團法人天主教會台北教區附設基隆市私立亨利幼兒園,私立,基隆市,中正區,基隆市中正區祥豐街43號,121.7615019,25.1414592,90,105學年度,基礎評鑑,全數指標通過基礎評鑑,29,110,3.793103448,2.7
基隆市私立資優幼兒園,私立,基隆市,中正區,基隆市中正區正義路2巷42號,121.7492091,25.1334819,30,104學年度,基礎評鑑,全數指標通過基礎評鑑,29,125,4.310344828,3.4
基隆市私立愷昀幼兒園,私立,基隆市,中正區,基隆市中正區正義路2巷40號2樓、40、41號3樓,121.749073,25.133401,42,104學年度,基礎評鑑,全數指標通過基礎評鑑,4,20,5,5
基隆市中山區仙洞國民小學附設幼兒園,公立,基隆市,中山區,基隆市中山區仁安街141號,121.7471022,25.1472079,60,107學年度,基礎評鑑,全數指標通過基礎評鑑,20,80,4,3.5
基隆市中山區港西國民小學附設幼兒園,公立,基隆市,中山區,基隆市中山區中山一路291巷45號,121.740201,25.1365059,30,104學年度,基礎評鑑,全數指標通過基礎評鑑,8,18,2.25,3.5
基隆市中山區中山國民小學附設幼兒園,公立,基隆市,中山區,基隆市中山區通仁街28號,121.7361101,25.1461963,30,104學年度,基礎評鑑,全數指標通過基礎評鑑,16,80,5,3.1
基隆市中山區中和國民小學附設幼兒園,公立,基隆市,中山區,基隆市中山區中和路64號,121.7201693,25.1465947,45,107學年度,基礎評鑑,全數指標通過基礎評鑑,28,98,3.5,3.9
基隆市中山區德和國民小學附設幼兒園,公立,基隆市,中山區,基隆市中山區文化路164號,121.7306696,25.1548786,45,107學年度,基礎評鑑,全數指標通過基礎評鑑,30,78,2.6,3.4
基隆市中山區中華國民小學附設幼兒園,公立,基隆市,中山區,基隆市中山區中華路46巷26號,121.738735,25.149341,75,104學年度,基礎評鑑,全數指標通過基礎評鑑,15,66,4.4,3.2
輔仁大學學校財團法人基隆市輔大聖心高級中學附設私立幼兒園,私立,基隆市,中山區,基隆市中山區西定路166號,121.7338675,25.1353145,120,107學年度,基礎評鑑,全數指標通過基礎評鑑,11,53,4.818181818,3.2
基隆市私立蒙特梭利幼兒園,私立,基隆市,中山區,基隆市中山區德安路79之4號,121.724529,25.1512483,60,107學年度,基礎評鑑,全數指標通過基礎評鑑,21,53,2.523809524,5
基隆市私立愛米爾幼兒園,私立,基隆市,中山區,基隆市中山區中和路70巷1號,121.7196245,25.147352,120,103學年度,基礎評鑑,全數指標通過基礎評鑑,14,52,3.714285714,2.9
基隆市私立向日葵幼兒園,私立,基隆市,中山區,基隆市中山區中和路97之1、97之2號2樓,121.720317,25.147435,40,104學年度,追蹤評鑑,全數指標通過追蹤評鑑,6,26,4.333333333,3.2
私立經國管理暨健康學院附設基隆市幼兒園,私立,基隆市,中山區,基隆市中山區復興路336號,121.7277801,25.1500306,100,105學年度,基礎評鑑,全數指標通過基礎評鑑,43,116,2.697674419,3.2
基隆市私立自立幼兒園,私立,基隆市,中山區,基隆市中山區復興路212巷19弄4、6、8、10、12、14號1樓,121.7274539,25.148264,120,104學年度,基礎評鑑,全數指標通過基礎評鑑,32,160,5,5
基隆市安樂區建德國民小學附設幼兒園,公立,基隆市,安樂區,基隆市安樂區安和一街392號,121.7215091,25.1246748,60,105學年度,基礎評鑑,全數指標通過基礎評鑑,50,140,2.8,3.4
基隆市安樂區武崙國民小學附設幼兒園,公立,基隆市,安樂區,基隆市安樂區武崙街203號,121.7061312,25.1389707,90,105學年度,基礎評鑑,全數指標通過基礎評鑑,48,230,4.791666667,2.8
基隆市安樂區長樂國民小學附設幼兒園,公立,基隆市,安樂區,基隆市安樂區樂利三街30巷123號,121.7110157,25.1252597,106,104學年度,基礎評鑑,全數指標通過基礎評鑑,9,30,3.333333333,4.2
基隆市安樂區隆聖國民小學附設幼兒園,公立,基隆市,安樂區,基隆市安樂區武隆街107號,121.69349,25.1562636,60,105學年度,基礎評鑑,全數指標通過基礎評鑑,42,143,3.404761905,0.6
基隆市立建德幼兒園,公立,基隆市,安樂區,基隆市安樂區安和一街7號,121.7227331,25.1219196,240,107學年度,基礎評鑑,全數指標通過基礎評鑑,16,61,3.8125,1.8
基隆市安樂區西定國民小學附設幼兒園,公立,基隆市,安樂區,基隆市安樂區新西街1號,121.7318292,25.1365046,90,104學年度,追蹤評鑑,全數指標通過追蹤評鑑,14,64,4.571428571,3.6
基隆市安樂區安樂國民小學附設幼兒園,公立,基隆市,安樂區,基隆市安樂區安一路177巷23號,121.7308276,25.1318199,120,105學年度,基礎評鑑,全數指標通過基礎評鑑,41,139,3.390243902,3.8
基隆市立安心幼兒園,公立,基隆市,安樂區,基隆市安樂區麥金路482之1號,121.7195185,25.1260219,200,103學年度,基礎評鑑,全數指標通過基礎評鑑,15,32,2.133333333,2.8
基隆市立安心幼兒園中崙分班,公立,基隆市,安樂區,基隆市安樂區基金二路3巷7號1-2樓,121.702189,25.143262,55,103學年度,基礎評鑑,全數指標通過基礎評鑑,4,13,3.25,3.2
基隆市私立一丫一丫幼兒園,私立,基隆市,安樂區,基隆市安樂區基金一路208巷176號,121.708345,25.1477878,225,104學年度,基礎評鑑,全數指標通過基礎評鑑,5,18,3.6,1.6
基隆市私立安琪兒幼兒園,私立,基隆市,安樂區,基隆市安樂區基金一路135巷13號,121.7091377,25.1409514,40,104學年度,基礎評鑑,全數指標通過基礎評鑑,3,15,5,4.3
基隆市私立耶魯幼兒園,私立,基隆市,安樂區,基隆市安樂區武嶺街247之6-10，213之5-9，215，215之1-5號,121.7082818,25.1383502,240,107學年度,基礎評鑑,部分指標通過基礎評鑑,19,53,2.789473684,4.1
基隆市私立親親幼兒園,私立,基隆市,安樂區,基隆市安樂區麥金路230、232、234號1樓至3樓,121.721679,25.1222467,237,103學年度,基礎評鑑,全數指標通過基礎評鑑,3,11,3.666666667,4.2
基隆市私立長春藤幼兒園,私立,基隆市,安樂區,基隆市安樂區樂利三街8巷33號1樓,121.7186813,25.1300251,50,104學年度,基礎評鑑,全數指標通過基礎評鑑,37,85,2.297297297,4
基隆市私立德寶幼兒園,私立,基隆市,安樂區,"基隆市安樂區樂利二街62巷235,236號1樓",121.7163747,25.1207616,60,107學年度,基礎評鑑,全數指標通過基礎評鑑,18,50,2.777777778,5
基隆市私立嘉成幼兒園,私立,基隆市,安樂區,基隆市安樂區基金三路52之6、7號1-2樓,121.6969415,25.1545918,67,103學年度,基礎評鑑,全數指標通過基礎評鑑,21,80,3.80952381,3.4
基隆市私立長庚森林幼兒園,私立,基隆市,安樂區,基隆市安樂區基金一路208巷186、190號1樓,121.707486,25.147862,76,103學年度,基礎評鑑,全數指標通過基礎評鑑,26,91,3.5,4.2
基隆市私立城上城幼兒園,私立,基隆市,安樂區,基隆市安樂區麥金路201號2、3樓,121.7211593,25.1220299,180,無評鑑資料,無評鑑資料,無評鑑資料,36,144,4,1.1
基隆市暖暖區暖暖國民小學附設幼兒園,公立,基隆市,暖暖區,基隆市暖暖區暖暖街121號,121.7373537,25.1007571,60,104學年度,基礎評鑑,全數指標通過基礎評鑑,44,172,3.909090909,4.3
基隆市立過港幼兒園,公立,基隆市,暖暖區,基隆市暖暖區過港路56號,121.7379822,25.1049273,240,107學年度,基礎評鑑,全數指標通過基礎評鑑,18,76,4.222222222,4.4
基隆市暖暖區碇內國民小學附設幼兒園,公立,基隆市,暖暖區,基隆市暖暖區源遠路258號,121.7540088,25.0984879,60,107學年度,基礎評鑑,全數指標通過基礎評鑑,24,120,5,5
基隆市暖暖區暖江國民小學附設幼兒園,公立,基隆市,暖暖區,基隆市暖暖區寧靜街3號1-2樓,121.7377696,25.1054134,60,無評鑑資料,無評鑑資料,無評鑑資料,25,120,4.8,1.8
基隆市私立小象幼兒藝術幼兒園,私立,基隆市,暖暖區,基隆市暖暖區暖暖街52號,121.737964,25.101777,30,104學年度,基礎評鑑,全數指標通過基礎評鑑,17,85,5,4.4
基隆市私立奇瓦迪幼兒園,私立,基隆市,暖暖區,基隆市暖暖區暖暖街457號1-3樓,121.7367791,25.093044,60,102學年度,基礎評鑑,全數指標通過基礎評鑑,21,80,3.80952381,2.4
基隆市私立幼新幼兒園,私立,基隆市,暖暖區,基隆市暖暖區碇內街5號、5之1號、7號、7之1號1樓,121.7550974,25.096427,80,105學年度,追蹤評鑑,全數指標通過追蹤評鑑,40,156,3.9,2.8
基隆市私立小天使幼兒園,私立,基隆市,暖暖區,基隆市暖暖區過港路214號2-3樓,121.734953,25.108534,25,107學年度,基礎評鑑,全數指標通過基礎評鑑,22,37,1.681818182,3.7
基隆市私立幼幼幼兒園,私立,基隆市,暖暖區,基隆市暖暖區暖暖街335巷30號,121.7360931,25.0936717,300,103學年度,基礎評鑑,全數指標通過基礎評鑑,43,189,4.395348837,4.7
基隆市私立吉貝兒幼兒園,私立,基隆市,暖暖區,基隆市暖暖區暖碇路153、155號1-2樓,121.7566058,25.097167,68,107學年度,基礎評鑑,全數指標通過基礎評鑑,9,41,4.555555556,3.5
基隆市私立大華幼兒園,私立,基隆市,暖暖區,基隆市暖暖區暖暖街216號,121.7348344,25.0984027,30,103學年度,追蹤評鑑,全數指標通過追蹤評鑑,8,30,3.75,4.2
基隆市私立吉的堡暖暖幼兒園,私立,基隆市,暖暖區,基隆市暖暖區暖暖街449號,121.7366668,25.0931238,60,105學年度,追蹤評鑑,全數指標通過追蹤評鑑,48,197,4.104166667,2.2
基隆市立安心幼兒園六堵分班,公立,基隆市,七堵區,基隆市七堵區工建路104巷17-2號2樓,121.70205,25.090523,80,103學年度,基礎評鑑,全數指標通過基礎評鑑,35,168,4.8,3.4
基隆市立安心幼兒園百福分班,公立,基隆市,七堵區,基隆市七堵區百一街185號,121.69958,25.081109,80,103學年度,基礎評鑑,全數指標通過基礎評鑑,33,66,2,5
基隆市七堵區長興國民小學附設幼兒園,公立,基隆市,七堵區,基隆市七堵區東新街3號,121.7132541,25.0916421,90,107學年度,基礎評鑑,全數指標通過基礎評鑑,44,154,3.5,3.1
基隆市七堵區五堵國民小學附設幼兒園,公立,基隆市,七堵區,基隆市七堵區百一街25號,121.6942654,25.0796128,90,107學年度,基礎評鑑,全數指標通過基礎評鑑,30,114,3.8,4.3
基隆市七堵區堵南國民小學附設幼兒園,公立,基隆市,七堵區,基隆市七堵區大德路120號,121.6920705,25.083334,60,104學年度,追蹤評鑑,全數指標通過追蹤評鑑,31,130,4.193548387,1.5
基隆市七堵區七堵國民小學附設幼兒園,公立,基隆市,七堵區,基隆市七堵區明德一路184號,121.7137156,25.0978817,90,107學年度,基礎評鑑,全數指標通過基礎評鑑,21,69,3.285714286,5
基隆市七堵區瑪陵國民小學附設幼兒園,公立,基隆市,七堵區,基隆市七堵區大成街1號,121.6887504,25.1101292,30,104學年度,基礎評鑑,全數指標通過基礎評鑑,36,180,5,1.2
基隆市七堵區復興國民小學附設幼兒園,公立,基隆市,七堵區,基隆市七堵區華新二街21號,121.665518,25.107234,30,105學年度,基礎評鑑,全數指標通過基礎評鑑,32,150,4.6875,5
基隆市七堵區華興國民小學附設幼兒園,公立,基隆市,七堵區,基隆市七堵區泰安路34號,121.7080779,25.0878677,60,105學年度,基礎評鑑,全數指標通過基礎評鑑,23,115,5,3.8
基隆市私立小象幼兒園,私立,基隆市,七堵區,基隆市七堵區崇禮街28號1-3樓,121.7153879,25.0979772,31,107學年度,基礎評鑑,全數指標通過基礎評鑑,50,250,5,3.9
基隆市私立神奇寶貝幼兒園,私立,基隆市,七堵區,基隆市七堵區南興路90號,121.712384,25.096792,40,105學年度,基礎評鑑,全數指標通過基礎評鑑,16,72,4.5,4.6
基隆市私立嘉仁幼兒園,私立,基隆市,七堵區,基隆市七堵區福五街174、174之1、174之2號、174號2樓之1,121.697917,25.087695,100,103學年度,基礎評鑑,全數指標通過基礎評鑑,39,148,3.794871795,2.7
基隆市私立名人幼兒園,私立,基隆市,七堵區,基隆市七堵區百三街89巷2、4號1-2樓,121.6971499,25.0819256,116,107學年度,基礎評鑑,全數指標通過基礎評鑑,26,83,3.192307692,3.2
基隆市私立全美幼兒園,私立,基隆市,七堵區,基隆市七堵區東新街84號,121.7196714,25.0934839,160,105學年度,基礎評鑑,全數指標通過基礎評鑑,11,45,4.090909091,4.6
基隆市私立貝貝幼兒園,私立,基隆市,七堵區,基隆市七堵區崇智街27巷26、28號,121.7123809,25.0996561,22,103學年度,基礎評鑑,全數指標通過基礎評鑑,20,68,3.4,2.8
基隆市私立小象童寶幼兒園,私立,基隆市,七堵區,基隆市七堵區百六街90、92號1樓,121.6954698,25.0850951,55,107學年度,基礎評鑑,全數指標通過基礎評鑑,46,230,5,3.1
基隆市私立安特幼兒園,私立,基隆市,七堵區,基隆市七堵區百六街100巷25號1樓,121.6969176,25.0843745,23,107學年度,基礎評鑑,全數指標通過基礎評鑑,39,187,4.794871795,4.2
基隆市私立名將幼兒園,私立,基隆市,七堵區,基隆市七堵區百七街66、70號,121.6974786,25.0868933,50,105學年度,無評鑑分類,全數指標改善完畢,31,124,4,3.4
基隆市私立艾佛頓幼兒園,私立,基隆市,七堵區,基隆市七堵區福五街42號,121.699232,25.083616,25,105學年度,追蹤評鑑,全數指標通過追蹤評鑑,49,172,3.510204082,4.8
基隆市私立小象文教幼兒園,私立,基隆市,七堵區,基隆市七堵區明德一路322號,121.7103663,25.0937787,60,無評鑑資料,無評鑑資料,無評鑑資料,20,98,4.9,4.9
財團法人彭婉如文教基金會附設基隆市私立百福非營利幼兒園,非營利,基隆市,七堵區,基隆市七堵區福五街1號,121.6987486,25.0834942,106,107學年度,基礎評鑑,全數指標通過基礎評鑑,36,101,2.805555556,3.4
臺北市中正區螢橋國民小學附設幼兒園,公立,臺北市,中正區,臺北市中正區詔安街29號1樓,121.5144111,25.02495,136,105學年度,基礎評鑑,全數指標通過基礎評鑑,5,17,3.4,4
臺北市中正區國語實驗國民小學附設幼兒園,公立,臺北市,中正區,臺北市中正區重慶南路二段14之4號1樓至2樓,121.5126059,25.032512,180,105學年度,基礎評鑑,全數指標通過基礎評鑑,4,14,3.5,5
臺北市中正區東門國民小學附設幼兒園,公立,臺北市,中正區,臺北市中正區仁愛路一段2之4號,121.5205127,25.0375379,150,105學年度,基礎評鑑,全數指標通過基礎評鑑,48,240,5,4.8
臺北市中正區忠義國民小學附設幼兒園,公立,臺北市,中正區,臺北市中正區中華路二段307巷17號1樓,121.5061869,25.0296997,60,105學年度,基礎評鑑,全數指標通過基礎評鑑,34,146,4.294117647,4.5
臺北市中正區河堤國民小學附設幼兒園,公立,臺北市,中正區,臺北市中正區汀州路二段180號1樓,121.5221913,25.0228604,120,105學年度,基礎評鑑,全數指標通過基礎評鑑,15,56,3.733333333,4.5
臺北市中正區忠孝國民小學附設幼兒園,公立,臺北市,中正區,臺北市中正區忠孝東路二段101號1樓,121.5315325,25.0429269,60,105學年度,基礎評鑑,全數指標通過基礎評鑑,14,35,2.5,4.4
臺北市立大學附設實驗國民小學附設幼兒園,公立,臺北市,中正區,臺北市中正區公園路29號1樓,121.5152463,25.0360732,180,105學年度,基礎評鑑,全數指標通過基礎評鑑,46,143,3.108695652,4.8
臺北市立中正幼兒園,公立,臺北市,中正區,臺北市中正區濟南路二段46號2樓,121.5308428,25.0403026,150,105學年度,基礎評鑑,全數指標通過基礎評鑑,6,26,4.333333333,5
臺北市中正區南門國民小學附設幼兒園,公立,臺北市,中正區,臺北市中正區廣州街6號,121.5090686,25.0352657,60,105學年度,基礎評鑑,全數指標通過基礎評鑑,6,30,5,5
臺北市私立南門幼兒園,私立,臺北市,中正區,臺北市中正區重慶南路三段27巷4號1樓,121.516018,25.028516,35,105學年度,基礎評鑑,全數指標通過基礎評鑑,4,17,4.25,4.5
財團法人中華基督教衛理公會附設臺北市私立城中衛理幼兒園,私立,臺北市,中正區,臺北市中正區寧波東街9巷6號1樓,121.5197149,25.0326859,90,105學年度,基礎評鑑,全數指標通過基礎評鑑,25,85,3.4,4.8
財團法人台北市私立強恕高級中學附設臺北市私立幼兒園,私立,臺北市,中正區,臺北市中正區汀州路二段143號1樓,121.5199408,25.0250164,150,107學年度,基礎評鑑,全數指標通過基礎評鑑,5,25,5,5
國防醫學院附設臺北市私立愛德幼兒園,私立,臺北市,中正區,臺北市中正區汀州路3段24巷5弄12號1樓\39號1,121.5275464,25.0159963,180,107學年度,基礎評鑑,全數指標通過基礎評鑑,9,5,0.555555556,4.7
臺北市私立傑瑞富幼兒園,私立,臺北市,中正區,臺北市中正區忠孝東路一段9號2樓,121.523832,25.044948,54,107學年度,基礎評鑑,全數指標通過基礎評鑑,35,102,2.914285714,4.1
臺北市私立聯華幼兒園,私立,臺北市,中正區,臺北市中正區南海路110之1號1樓,121.5080369,25.027722,90,103學年度,基礎評鑑,全數指標通過基礎評鑑,14,41,2.928571429,3.1
臺北市私立中正區清華幼兒園,私立,臺北市,中正區,臺北市中正區貴陽街一段58號,121.5093255,25.0389075,180,104學年度,基礎評鑑,全數指標通過基礎評鑑,5,20,4,4.3
臺北市私立寶貝幼兒園,私立,臺北市,中正區,臺北市中正區寧波西街181巷44號1、2樓,121.509609,25.026425,31,102學年度,追蹤評鑑,全數指標通過追蹤評鑑,13,52,4,5
法務部附設臺北市私立員工子女幼兒園,私立,臺北市,中正區,臺北市中正區重慶南路1段136巷2號1樓,121.511764,25.036095,90,103學年度,基礎評鑑,全數指標通過基礎評鑑,40,148,3.7,5
國立臺灣大學醫學院附設醫院附設臺北市私立員工子女幼兒園,私立,臺北市,中正區,臺北市中正區常德街1號1樓,121.517181,25.041417,200,107學年度,基礎評鑑,全數指標通過基礎評鑑,26,120,4.615384615,4.4
臺北市私立蒙特梭利童圓幼兒園,私立,臺北市,中正區,臺北市中正區濟南路二段54-1號1至2樓,121.5316292,25.0398755,60,103學年度,基礎評鑑,全數指標通過基礎評鑑,3,14,4.666666667,5
臺北市私立巨勝幼兒園,私立,臺北市,中正區,臺北市中正區金山南路一段67巷8號1、2樓及8之1號1樓,121.528711,25.037654,68,104學年度,基礎評鑑,全數指標通過基礎評鑑,14,57,4.071428571,4.3
臺灣高等法院附設臺北市私立員工子女幼兒園,私立,臺北市,中正區,臺北市中正區重慶南路一段136巷4號1樓,121.511764,25.036095,60,103學年度,基礎評鑑,全數指標通過基礎評鑑,42,210,5,4.4
財團法人信誼基金會附設臺北市私立實驗幼兒園,私立,臺北市,中正區,臺北市中正區重慶南路二段75號2樓,121.5153954,25.0299695,64,103學年度,基礎評鑑,全數指標通過基礎評鑑,13,47,3.615384615,5
臺北市私立涵鈺新天地幼兒園,私立,臺北市,中正區,臺北市中正區林森南路12號3樓之1,121.4779967,25.1351548,30,107學年度,基礎評鑑,全數指標通過基礎評鑑,31,96,3.096774194,5
臺北市私立智寶園幼兒園,私立,臺北市,中正區,臺北市中正區羅斯福路2段50號2樓之1及2樓之2,121.5215916,25.0278161,39,102學年度,基礎評鑑,全數指標通過基礎評鑑,2,5,2.5,5
財團法人台北基督教女青年會附設臺北市私立幼兒園,私立,臺北市,中正區,臺北市中正區青島西路7號2樓,121.518194,25.044931,106,104學年度,基礎評鑑,全數指標通過基礎評鑑,26,86,3.307692308,5
臺北市私立百家姓幼兒園,私立,臺北市,中正區,臺北市中正區延平南路248巷3號1樓及中華路二段75巷22號1樓,121.507105,25.033525,40,104學年度,追蹤評鑑,全數指標通過追蹤評鑑,21,63,3,5
臺北市私立維格幼兒園,私立,臺北市,中正區,臺北市中正區廣州街8巷13號1樓,121.5081233,25.0345313,26,107學年度,基礎評鑑,部分指標通過基礎評鑑,29,145,5,5
