name,type,city,district,address,longitude,latitude,capacity,evaluate_year,evaluation_type,evaluation_result,rating_amount,rating_score,rating_average,google
財團法人台灣省天主教會新竹教區附設桃園市私立德蘭幼兒園,私立,桃園市,大溪區,桃園市大溪區僑愛新村僑愛巷58號1樓,121.2926232,24.9229243,100,105學年度,基礎評鑑,全數指標通過基礎評鑑,45,113,2.511111111,5
桃園市大溪區農會附設桃園市私立幼兒園,私立,桃園市,大溪區,桃園市大溪區中華路343-1號,121.291802,24.8762019,120,105學年度,基礎評鑑,全數指標通過基礎評鑑,31,124,4,4
桃園市私立慈恩幼兒園,私立,桃園市,大溪區,桃園市大溪區信義路651、653、655號1樓,121.3084371,24.8941814,30,105學年度,追蹤評鑑,全數指標通過追蹤評鑑,19,51,2.684210526,3.1
桃園市私立笛凱爾幼兒園,私立,桃園市,大溪區,桃園市大溪區埔頂路2段79號及79-1號,121.27879,24.908385,166,105學年度,基礎評鑑,全數指標通過基礎評鑑,10,26,2.6,4.4
桃園市復興區巴崚國民小學附設幼兒園,公立,桃園市,復興區,桃園市復興區75號,121.3972387,24.6854798,30,107學年度,基礎評鑑,全數指標通過基礎評鑑,5,11,2.2,4.4
桃園市復興區高義國民小學附設幼兒園,公立,桃園市,復興區,桃園市復興區28號,121.3604005,24.7121199,30,107學年度,基礎評鑑,全數指標通過基礎評鑑,38,179,4.710526316,2.9
桃園市復興區三光國民小學附設幼兒園,公立,桃園市,復興區,桃園市復興區武道能敢8號,121.3673192,24.6737942,30,107學年度,基礎評鑑,全數指標通過基礎評鑑,3,15,5,3.3
桃園市復興區介壽國民小學附設幼兒園,公立,桃園市,復興區,桃園市復興區中正路33號,121.35108,24.8154011,30,107學年度,基礎評鑑,全數指標通過基礎評鑑,6,26,4.333333333,2.8
桃園市復興區羅浮國民小學附設幼兒園,公立,桃園市,復興區,桃園市復興區16號,121.3649359,24.7972829,30,107學年度,基礎評鑑,全數指標通過基礎評鑑,16,80,5,3.4
桃園市復興區義盛國民小學附設幼兒園,公立,桃園市,復興區,桃園市復興區11號,121.3790395,24.7914944,30,107學年度,基礎評鑑,全數指標通過基礎評鑑,24,115,4.791666667,5
桃園市復興區三民國民小學附設幼兒園,公立,桃園市,復興區,桃園市復興區57號,121.3310201,24.832611,30,107學年度,基礎評鑑,全數指標通過基礎評鑑,35,95,2.714285714,2.6
桃園市復興區光華國民小學附設幼兒園,公立,桃園市,復興區,桃園市復興區12號,121.399593,24.6553455,15,107學年度,追蹤評鑑,全數指標通過追蹤評鑑,31,155,5,2.8
桃園市復興區奎輝國民小學附設幼兒園,公立,桃園市,復興區,桃園市復興區羅馬路三段356號,121.334364,24.7972085,61,107學年度,基礎評鑑,全數指標通過基礎評鑑,45,189,4.2,3.6
桃園市復興區立幼兒園,公立,桃園市,復興區,桃園市復興區中正路170號1-2樓,121.3511351,24.8187754,60,106學年度,追蹤評鑑,全數指標通過追蹤評鑑,27,86,3.185185185,5
桃園市復興區立幼兒園華陵分班,公立,桃園市,復興區,桃園市復興區2號1-2樓,121.40489,24.637773,60,無評鑑資料,無評鑑資料,無評鑑資料,31,155,5,3.4
桃園市復興區長興國民小學附設幼兒園,公立,桃園市,復興區,桃園市復興區頭角43號,121.307618,24.800181,30,106學年度,基礎評鑑,全數指標通過基礎評鑑,10,27,2.7,3
桃園市復興區霞雲國民小學附設幼兒園,公立,桃園市,復興區,桃園市復興區14號,121.3833758,24.8166344,30,107學年度,基礎評鑑,全數指標通過基礎評鑑,30,150,5,3.4
桃園市大園區后厝國民小學附設幼兒園,公立,桃園市,大園區,桃園市大園區國際路二段147號,121.2147013,25.0808338,60,107學年度,基礎評鑑,全數指標通過基礎評鑑,23,110,4.782608696,4.4
桃園市大園區溪海國民小學附設幼兒園,公立,桃園市,大園區,桃園市大園區和平西路一段420號,121.1867877,25.046775,60,107學年度,基礎評鑑,全數指標通過基礎評鑑,48,192,4,2.4
桃園市大園區埔心國民小學附設幼兒園,公立,桃園市,大園區,桃園市大園區中正東路1段189巷35號,121.2251348,25.0491518,30,107學年度,基礎評鑑,全數指標通過基礎評鑑,31,78,2.516129032,2.8
桃園市立大園幼兒園,公立,桃園市,大園區,桃園市大園區忠孝三街19號,121.1981767,25.0657656,240,103學年度,基礎評鑑,全數指標通過基礎評鑑,22,73,3.318181818,4.2
桃園市立大園幼兒園南港分班,公立,桃園市,大園區,桃園市大園區潮音路一段112巷30號,121.1725845,25.0652504,60,103學年度,基礎評鑑,全數指標通過基礎評鑑,37,118,3.189189189,4.7
桃園市立大園幼兒園五權分班,公立,桃園市,大園區,桃園市大園區中正東路2段541號,121.2309225,25.0239492,50,103學年度,基礎評鑑,全數指標通過基礎評鑑,3,11,3.666666667,4.1
桃園市立大園幼兒園埔心分班,公立,桃園市,大園區,桃園市大園區82-4號,121.225524,25.052378,50,103學年度,基礎評鑑,全數指標通過基礎評鑑,7,23,3.285714286,5
桃園市立大園幼兒園三和分班,公立,桃園市,大園區,桃園市大園區三和路1-1號1樓、地下1樓,121.2590992,25.0730514,90,103學年度,基礎評鑑,全數指標通過基礎評鑑,6,22,3.666666667,1.2
桃園市立大園幼兒園海口分班,公立,桃園市,大園區,桃園市大園區漁港路22號,121.2419166,25.1086666,57,103學年度,基礎評鑑,全數指標通過基礎評鑑,33,36,1.090909091,2.8
桃園市大園區潮音國民小學附設幼兒園,公立,桃園市,大園區,桃園市大園區17號,121.1725909,25.0652237,90,104學年度,基礎評鑑,全數指標通過基礎評鑑,37,185,5,3.3
桃園市大園區?林國民小學附設幼兒園,公立,桃園市,大園區,桃園市大園區41號,121.256065,25.0775992,60,106學年度,基礎評鑑,全數指標通過基礎評鑑,46,124,2.695652174,2
桃園市私立哈囉凱蒂幼兒園,私立,桃園市,大園區,桃園市大園區和平西路50號,121.198396,25.0587179,145,106學年度,基礎評鑑,全數指標通過基礎評鑑,2,6,3,3.7
桃園市私立溱甄幼兒園,私立,桃園市,大園區,桃園市大園區三民路二段738號,121.260412,25.07126,60,103學年度,追蹤評鑑,全數指標通過追蹤評鑑,43,168,3.906976744,2.8
桃園市私立大中華幼兒園,私立,桃園市,大園區,桃園市大園區中正東路166號,121.202195,25.061748,130,103學年度,追蹤評鑑,全數指標通過追蹤評鑑,21,65,3.095238095,2.9
桃園市私立中華幼兒園,私立,桃園市,大園區,桃園市大園區中正東路160巷9號,121.202195,25.061748,60,103學年度,追蹤評鑑,全數指標通過追蹤評鑑,9,29,3.222222222,1.8
桃園市私立欣格幼兒園,私立,桃園市,大園區,桃園市大園區中山南路95號1-3樓,121.197931,25.062086,34,103學年度,追蹤評鑑,全數指標通過追蹤評鑑,45,212,4.711111111,3.7
桃園市私立格林國際幼兒園,私立,桃園市,大園區,桃園市大園區中山北路212號,121.1944453,25.0693286,360,103學年度,基礎評鑑,全數指標通過基礎評鑑,34,92,2.705882353,2.4
桃園市私立惠翔幼兒園,私立,桃園市,大園區,桃園市大園區華興路40號,121.193094,25.0638309,200,103學年度,追蹤評鑑,全數指標通過追蹤評鑑,20,78,3.9,3
桃園市私立溪海大自然幼兒園,私立,桃園市,大園區,桃園市大園區聖德北路985號1-2樓,121.195899,25.029599,150,103學年度,基礎評鑑,全數指標通過基礎評鑑,32,106,3.3125,3.6
桃園市私立怡心幼兒園,私立,桃園市,大園區,桃園市大園區成功街26,121.2395598,25.1007863,65,103學年度,基礎評鑑,全數指標通過基礎評鑑,44,101,2.295454545,2.9
桃園市私立怡心幼兒園竹圍分班,私立,桃園市,大園區,桃園市大園區海方厝37號,121.239842,25.101417,60,103學年度,基礎評鑑,全數指標通過基礎評鑑,35,144,4.114285714,3.1
桃園市私立培英幼兒園,私立,桃園市,大園區,桃園市大園區中正東路133號1樓、135號1樓,121.202446,25.062435,30,103學年度,追蹤評鑑,全數指標通過追蹤評鑑,49,196,4,4.3
桃園市私立佛利亞華興幼兒園,私立,桃園市,大園區,桃園市大園區長興街61號1-2樓,121.195208,25.058658,376,105學年度,基礎評鑑,全數指標通過基礎評鑑,42,176,4.19047619,5
桃園市桃捷非營利幼兒園,非營利,桃園市,大園區,桃園市大園區領航北路四段253號,121.2200874,25.0246496,136,無評鑑資料,無評鑑資料,無評鑑資料,14,55,3.928571429,3.6
桃園市橫峰非營利幼兒園,非營利,桃園市,大園區,桃園市大園區中正東路160號,121.2026707,25.0590851,90,無評鑑資料,無評鑑資料,無評鑑資料,33,79,2.393939394,4.2
桃園市立蘆竹幼兒園南竹分班,公立,桃園市,蘆竹區,桃園市蘆竹區南竹路五段210巷1弄1號,121.2672515,25.0201567,60,104學年度,基礎評鑑,全數指標通過基礎評鑑,10,31,3.1,3.8
桃園市立蘆竹幼兒園新莊分班,公立,桃園市,蘆竹區,桃園市蘆竹區大新路417之5號,121.248937,25.024089,50,104學年度,基礎評鑑,全數指標通過基礎評鑑,15,59,3.933333333,5
桃園市立蘆竹幼兒園上竹分班,公立,桃園市,蘆竹區,桃園市蘆竹區博愛街22號,121.2672515,25.0201567,30,無評鑑資料,無評鑑資料,無評鑑資料,14,28,2,3.5
桃園市立南崁幼兒園南興分班,公立,桃園市,蘆竹區,桃園市蘆竹區南竹路二段2巷31號,121.2866928,25.0449555,80,104學年度,基礎評鑑,全數指標通過基礎評鑑,2,7,3.5,4
桃園市立南崁幼兒園南榮分班,公立,桃園市,蘆竹區,桃園市蘆竹區桃園街9號,121.2934596,25.0429807,50,104學年度,基礎評鑑,全數指標通過基礎評鑑,15,35,2.333333333,4
桃園市立南崁幼兒園五福分班,公立,桃園市,蘆竹區,桃園市蘆竹區仁愛路二段20號1-2樓,121.2993678,25.0526716,125,104學年度,基礎評鑑,全數指標通過基礎評鑑,36,166,4.611111111,3
桃園市立南崁幼兒園內厝分班,公立,桃園市,蘆竹區,桃園市蘆竹區內溪路40號,121.2911357,25.0510058,30,104學年度,基礎評鑑,全數指標通過基礎評鑑,32,106,3.3125,2.6
桃園市立南崁幼兒園山鼻分班,公立,桃園市,蘆竹區,桃園市蘆竹區南山路三段125號,121.2848289,25.0807591,30,104學年度,基礎評鑑,全數指標通過基礎評鑑,4,15,3.75,4.2
桃園市立蘆竹幼兒園山腳分班,公立,桃園市,蘆竹區,桃園市蘆竹區南山路三段357巷10號,121.286231,25.086856,60,104學年度,基礎評鑑,全數指標通過基礎評鑑,3,11,3.666666667,2
桃園市立蘆竹幼兒園外社分班,公立,桃園市,蘆竹區,桃園市蘆竹區山林路二段530號1樓,121.3106453,25.0809367,30,104學年度,基礎評鑑,全數指標通過基礎評鑑,30,144,4.8,3.5
桃園市立蘆竹幼兒園坑口分班,公立,桃園市,蘆竹區,桃園市蘆竹區頭前40之1號,121.267348,25.091191,30,104學年度,基礎評鑑,全數指標通過基礎評鑑,12,36,3,3.5
桃園市立蘆竹幼兒園海湖分班,公立,桃園市,蘆竹區,桃園市蘆竹區海湖東路77號,121.2649184,25.10139,60,104學年度,基礎評鑑,全數指標通過基礎評鑑,25,125,5,4.3
桃園市蘆竹區新興國民小學附設幼兒園,公立,桃園市,蘆竹區,桃園市蘆竹區新興街355號,121.264956,25.0082189,60,107學年度,基礎評鑑,全數指標通過基礎評鑑,3,9,3,3.8
桃園市蘆竹區南崁國民小學附設幼兒園,公立,桃園市,蘆竹區,桃園市蘆竹區吉林路160號,121.3009642,25.0500869,60,107學年度,基礎評鑑,全數指標通過基礎評鑑,42,130,3.095238095,4.7
桃園市蘆竹區山腳國民小學附設幼兒園,公立,桃園市,蘆竹區,桃園市蘆竹區南山路三段440號,121.2876667,25.0885,90,105學年度,基礎評鑑,全數指標通過基礎評鑑,38,190,5,4
桃園市蘆竹區海湖國民小學附設幼兒園,公立,桃園市,蘆竹區,桃園市蘆竹區海湖東路191巷15號,121.2670362,25.1021589,60,105學年度,基礎評鑑,全數指標通過基礎評鑑,45,176,3.911111111,5
桃園市立蘆竹幼兒園,公立,桃園市,蘆竹區,桃園市蘆竹區上竹路65號,121.2672515,25.0201567,120,105學年度,基礎評鑑,全數指標通過基礎評鑑,43,189,4.395348837,3.3
桃園市蘆竹區龍安國民小學附設幼兒園,公立,桃園市,蘆竹區,桃園市蘆竹區文中路一段35號,121.2725346,24.9923527,60,106學年度,基礎評鑑,全數指標通過基礎評鑑,16,72,4.5,3.5
桃園市蘆竹區蘆竹國民小學附設幼兒園,公立,桃園市,蘆竹區,桃園市蘆竹區富國路二段850號,121.2669095,25.0504104,30,106學年度,基礎評鑑,全數指標通過基礎評鑑,33,109,3.303030303,2.1
桃園市蘆竹區大華國民小學附設幼兒園,公立,桃園市,蘆竹區,桃園市蘆竹區大華街98號,121.25449,25.039351,30,106學年度,基礎評鑑,全數指標通過基礎評鑑,4,12,3,4
桃園市蘆竹區錦興國民小學附設幼兒園,公立,桃園市,蘆竹區,桃園市蘆竹區南竹路一段100號,121.289663,25.0465379,60,106學年度,基礎評鑑,全數指標通過基礎評鑑,3,10,3.333333333,3.6
桃園市立大竹國民中學附設幼兒園,公立,桃園市,蘆竹區,桃園市蘆竹區大竹路國中巷35號,121.2584651,25.0229601,30,106學年度,基礎評鑑,全數指標通過基礎評鑑,30,81,2.7,2.6
桃園市立南崁幼兒園,公立,桃園市,蘆竹區,桃園市蘆竹區南崁路348巷18號,121.2911357,25.0510058,225,無評鑑資料,無評鑑資料,無評鑑資料,36,140,3.888888889,2.1
桃園市蘆竹區公埔國民小學附設幼兒園,公立,桃園市,蘆竹區,桃園市蘆竹區南山路二段448號,121.2855696,25.0719204,60,無評鑑資料,無評鑑資料,無評鑑資料,15,53,3.533333333,5
桃園市蘆竹區頂社國民小學附設幼兒園,公立,桃園市,蘆竹區,桃園市蘆竹區山林路3段232號,121.3201838,25.0779962,46,無評鑑資料,無評鑑資料,無評鑑資料,8,31,3.875,3.4
桃園市私立維妮兒幼兒園,私立,桃園市,蘆竹區,桃園市蘆竹區上竹路164巷9號,121.2655014,25.0216439,289,104學年度,基礎評鑑,全數指標通過基礎評鑑,29,145,5,5
桃園市私立立得幼兒園,私立,桃園市,蘆竹區,桃園市蘆竹區光明路一段106號、108號,121.2899039,25.0449323,173,104學年度,基礎評鑑,全數指標通過基礎評鑑,6,19,3.166666667,3.8
桃園市私立方圓幼兒園,私立,桃園市,蘆竹區,桃園市蘆竹區奉化路29號1-3樓,121.2866321,25.0406397,452,104學年度,基礎評鑑,全數指標通過基礎評鑑,23,92,4,3.9
桃園市私立晨鐘幼兒園,私立,桃園市,蘆竹區,桃園市蘆竹區仁愛路三段51之1號1-4樓,121.301839,25.053777,145,104學年度,基礎評鑑,全數指標通過基礎評鑑,49,211,4.306122449,4.2
桃園市私立長欣幼兒園,私立,桃園市,蘆竹區,桃園市蘆竹區南華一街38號,121.2960805,25.0438367,90,104學年度,追蹤評鑑,全數指標通過追蹤評鑑,50,180,3.6,2.6
桃園市私立春天幼兒園,私立,桃園市,蘆竹區,桃園市蘆竹區南順七街66號1-3樓,121.291482,25.039874,97,104學年度,基礎評鑑,全數指標通過基礎評鑑,34,75,2.205882353,2.3
桃園市私立芳棋幼兒園,私立,桃園市,蘆竹區,桃園市蘆竹區光華街45號,121.2520698,25.0357482,60,104學年度,基礎評鑑,全數指標通過基礎評鑑,5,20,4,3.3
桃園市私立日愛幼兒園,私立,桃園市,蘆竹區,桃園市蘆竹區仁愛路三段7號,121.3003952,25.0535262,90,104學年度,追蹤評鑑,全數指標通過追蹤評鑑,26,130,5,2.7
桃園市私立桃園維多利亞幼兒園,私立,桃園市,蘆竹區,桃園市蘆竹區中正路303號2樓之1、之2，及桃園街116號、118號,121.3009798,24.9936281,100,104學年度,追蹤評鑑,全數指標通過追蹤評鑑,26,86,3.307692308,3.5
桃園市私立康橋幼兒園,私立,桃園市,蘆竹區,桃園市蘆竹區五福路35號,121.2945382,25.0525362,166,104學年度,追蹤評鑑,全數指標通過追蹤評鑑,28,81,2.892857143,1.8
桃園市私立惠思頓幼兒園,私立,桃園市,蘆竹區,桃園市蘆竹區文新街455號,121.2665927,25.0058659,146,105學年度,基礎評鑑,全數指標通過基礎評鑑,43,215,5,3.5
桃園市私立快樂營幼兒園,私立,桃園市,蘆竹區,桃園市蘆竹區力行街71、73、75號,121.289759,25.044989,30,104學年度,基礎評鑑,全數指標通過基礎評鑑,31,112,3.612903226,3.5
桃園市私立蜻蜓幼兒園,私立,桃園市,蘆竹區,桃園市蘆竹區海山路240巷18號1-2樓,121.2807415,25.0875317,60,104學年度,基礎評鑑,全數指標通過基礎評鑑,23,53,2.304347826,3.1
桃園市私立福祿貝爾幼兒園,私立,桃園市,蘆竹區,桃園市蘆竹區光復路20號1-2樓,121.2891051,25.0479604,270,104學年度,追蹤評鑑,全數指標通過追蹤評鑑,15,75,5,2
桃園市私立溫馨園幼兒園,私立,桃園市,蘆竹區,桃園市蘆竹區五福六路76巷2弄8號1-2樓,121.2960717,25.054594,29,104學年度,基礎評鑑,全數指標通過基礎評鑑,40,92,2.3,3.4
桃園市私立瑞恩帝兒南竹幼兒園,私立,桃園市,蘆竹區,桃園市蘆竹區蘆興南路439號1-3樓,121.2850608,25.0343427,821,104學年度,基礎評鑑,全數指標通過基礎評鑑,14,50,3.571428571,3
桃園市私立恩典幼兒園,私立,桃園市,蘆竹區,桃園市蘆竹區豪登一街11號1-2樓,121.258413,25.019798,45,104學年度,追蹤評鑑,全數指標通過追蹤評鑑,42,147,3.5,1.8
桃園市私立蔚霖幼兒園,私立,桃園市,蘆竹區,桃園市蘆竹區大福路333號,121.2608431,25.0218326,210,104學年度,追蹤評鑑,全數指標通過追蹤評鑑,5,17,3.4,2.8
桃園市私立蘆竹小天使幼兒園,私立,桃園市,蘆竹區,桃園市蘆竹區長春路50號,121.298216,25.052184,70,104學年度,基礎評鑑,全數指標通過基礎評鑑,12,30,2.5,3.1
桃園市私立愛佳幼兒園,私立,桃園市,蘆竹區,桃園市蘆竹區海山路二段310號,121.2577628,25.10658,98,104學年度,基礎評鑑,全數指標通過基礎評鑑,27,113,4.185185185,2.7
桃園市私立蘭亭序幼兒園,私立,桃園市,蘆竹區,桃園市蘆竹區南順一街60號1-4樓,121.28647,25.042229,45,104學年度,基礎評鑑,全數指標通過基礎評鑑,35,161,4.6,2.1
桃園市私立愛迪兒幼兒園,私立,桃園市,蘆竹區,桃園市蘆竹區五福一路196號,121.2939469,25.054756,379,104學年度,基礎評鑑,全數指標通過基礎評鑑,50,185,3.7,3.6
桃園市私立小朋友幼兒園,私立,桃園市,蘆竹區,桃園市蘆竹區五福六路71巷5號,121.2960155,25.0539392,60,104學年度,追蹤評鑑,全數指標通過追蹤評鑑,42,168,4,3.5
桃園市私立華納幼兒園,私立,桃園市,蘆竹區,桃園市蘆竹區吉林路3號1-2樓,121.295803,25.0512999,125,104學年度,基礎評鑑,全數指標通過基礎評鑑,46,216,4.695652174,3.8
桃園市私立格林幼兒園,私立,桃園市,蘆竹區,桃園市蘆竹區上興路111號1-2樓,121.2633097,25.0185753,380,104學年度,追蹤評鑑,全數指標通過追蹤評鑑,12,41,3.416666667,3.7
桃園市私立安德笙幼兒園,私立,桃園市,蘆竹區,桃園市蘆竹區富貴街1之2號,121.2920726,25.0842844,30,104學年度,追蹤評鑑,全數指標通過追蹤評鑑,15,57,3.8,4.7
桃園市私立育佳幼兒園,私立,桃園市,蘆竹區,桃園市蘆竹區文中路一段1號1-3樓,121.274075,24.9925327,525,102學年度,基礎評鑑,全數指標通過基礎評鑑,17,77,4.529411765,2.9
桃園市私立嘉育幼兒園,私立,桃園市,蘆竹區,桃園市蘆竹區中山路121號2樓,121.29805,25.055945,29,104學年度,基礎評鑑,全數指標通過基礎評鑑,38,182,4.789473684,5
桃園市私立嘉仁幼兒園,私立,桃園市,蘆竹區,桃園市蘆竹區中山路187號1-2樓,121.2968424,25.0579214,315,104學年度,基礎評鑑,全數指標通過基礎評鑑,46,120,2.608695652,3.8
桃園市私立米其幼兒園,私立,桃園市,蘆竹區,桃園市蘆竹區大興十二街121號1至3樓,121.253712,25.0228797,60,104學年度,追蹤評鑑,全數指標通過追蹤評鑑,46,230,5,3.7
桃園市私立衛斯理幼兒園,私立,桃園市,蘆竹區,桃園市蘆竹區中正北路330號1-3樓,121.2856814,25.0365414,780,104學年度,追蹤評鑑,全數指標通過追蹤評鑑,45,113,2.511111111,3.1
桃園市私立家家幼兒園,私立,桃園市,蘆竹區,桃園市蘆竹區油管路一段2號,121.2956489,25.0501194,100,104學年度,基礎評鑑,全數指標通過基礎評鑑,19,95,5,3.1
桃園市私立信華幼兒園,私立,桃園市,蘆竹區,桃園市蘆竹區南順七街28、30號,121.2909776,25.0390986,30,104學年度,追蹤評鑑,全數指標通過追蹤評鑑,10,50,5,3.3
桃園市私立貝斯特幼兒園,私立,桃園市,蘆竹區,桃園市蘆竹區五福一路73號1-4樓,121.295263,25.056975,56,104學年度,基礎評鑑,全數指標通過基礎評鑑,18,50,2.777777778,5
桃園市私立玫瑰莊園幼兒園,私立,桃園市,蘆竹區,桃園市蘆竹區中山路125巷23號1樓、25號1樓,121.29712,25.0557,24,104學年度,基礎評鑑,全數指標通過基礎評鑑,4,16,4,2.5
桃園市私立囿柔幼兒園,私立,桃園市,蘆竹區,桃園市蘆竹區興福街15號,121.2574833,25.0197741,120,105學年度,基礎評鑑,全數指標通過基礎評鑑,31,146,4.709677419,3.2
新竹市香山區茄苳國民小學附設幼兒園,公立,新竹市,新竹市,新竹市新竹市茄苳路70號,120.9463167,24.7557316,30,107學年度,基礎評鑑,全數指標通過基礎評鑑,18,65,3.611111111,5
新竹市香山區朝山國民小學附設幼兒園,公立,新竹市,新竹市,新竹市新竹市中華路五段648巷126號,120.913979,24.765839,30,107學年度,基礎評鑑,全數指標通過基礎評鑑,48,240,5,4
國立科學工業園區實驗高級中學附設幼兒園,公立,新竹市,新竹市,新竹市新竹市介壽路300號,121.0163117,24.776639,150,107學年度,基礎評鑑,全數指標通過基礎評鑑,32,138,4.3125,2.7
新竹市香山區香山國民小學附設幼兒園,公立,新竹市,新竹市,新竹市新竹市牛埔東路二六O號,120.9440054,24.7964006,120,107學年度,基礎評鑑,全數指標通過基礎評鑑,31,99,3.193548387,1.1
新竹市東區東門國民小學附設幼兒園,公立,新竹市,新竹市,新竹市新竹市民族路33號,120.97224,24.8050169,120,107學年度,基礎評鑑,全數指標通過基礎評鑑,22,88,4,3.3
新竹市北區西門國民小學附設幼兒園,公立,新竹市,新竹市,新竹市新竹市北大路450號,120.9599958,24.8026873,120,107學年度,基礎評鑑,全數指標通過基礎評鑑,27,65,2.407407407,2.8
新竹市東區水源國民小學附設幼兒園,公立,新竹市,新竹市,新竹市新竹市仰德路11號,121.0029766,24.8122907,90,107學年度,基礎評鑑,全數指標通過基礎評鑑,20,62,3.1,3.7
新竹市東區新竹國民小學附設幼兒園,公立,新竹市,新竹市,新竹市新竹市興學街106號,120.966368,24.7968093,90,107學年度,基礎評鑑,全數指標通過基礎評鑑,34,153,4.5,4.8
新竹市東區竹蓮國民小學附設幼兒園,公立,新竹市,新竹市,新竹市新竹市食品路226號,120.973793,24.7958126,120,107學年度,基礎評鑑,全數指標通過基礎評鑑,48,206,4.291666667,2.7
新竹市香山區內湖國民小學附設幼兒園,公立,新竹市,新竹市,新竹市新竹市內湖路109號,120.9061346,24.7422354,30,107學年度,基礎評鑑,全數指標通過基礎評鑑,34,146,4.294117647,2.9
新竹市北區民富國民小學附設幼兒園,公立,新竹市,新竹市,新竹市新竹市西大路561號,120.9605054,24.8084101,150,107學年度,基礎評鑑,全數指標通過基礎評鑑,46,170,3.695652174,4.5
新竹市東區三民國民小學附設幼兒園,公立,新竹市,新竹市,新竹市新竹市自由路66號,120.981334,24.812821,90,107學年度,基礎評鑑,全數指標通過基礎評鑑,39,168,4.307692308,2.2
新竹市立新竹幼兒園,公立,新竹市,新竹市,新竹市新竹市西大路508號,120.963482,24.8051371,210,107學年度,基礎評鑑,全數指標通過基礎評鑑,39,176,4.512820513,4.5
新竹市東區龍山國民小學附設幼兒園,公立,新竹市,新竹市,新竹市新竹市光復路一段574號,121.0072056,24.7899793,60,107學年度,基礎評鑑,全數指標通過基礎評鑑,29,96,3.310344828,5
新竹市北區南寮國民小學附設幼兒園,公立,新竹市,新竹市,新竹市新竹市東大路三段465號,120.9397378,24.8385578,60,107學年度,基礎評鑑,全數指標通過基礎評鑑,3,14,4.666666667,2.7
新竹市香山區大庄國民小學附設幼兒園,公立,新竹市,新竹市,新竹市新竹市大庄路48號,120.927164,24.789452,90,107學年度,基礎評鑑,全數指標通過基礎評鑑,4,16,4,3.7
新竹市香山區虎林國民小學附設幼兒園,公立,新竹市,新竹市,新竹市新竹市延平路二段78號,120.9410568,24.8052582,90,107學年度,基礎評鑑,全數指標通過基礎評鑑,44,167,3.795454545,3.6
新竹市香山區頂埔國民小學附設幼兒園,公立,新竹市,新竹市,新竹市新竹市頂埔路23號,120.949872,24.797847,90,107學年度,基礎評鑑,全數指標通過基礎評鑑,27,59,2.185185185,4.2
新竹市香山區港南國民小學附設幼兒園,公立,新竹市,新竹市,新竹市新竹市海埔路171巷91號,120.9226577,24.8138228,30,107學年度,基礎評鑑,全數指標通過基礎評鑑,24,46,1.916666667,4.4
新竹市東區建功國民小學附設幼兒園,公立,新竹市,新竹市,新竹市新竹市建功一路104巷22號,120.9991722,24.8006178,120,107學年度,基礎評鑑,全數指標通過基礎評鑑,18,41,2.277777778,4.2
新竹市香山區南隘國民小學附設幼兒園,公立,新竹市,新竹市,新竹市新竹市南隘路二段31號,120.9294369,24.7261123,30,107學年度,基礎評鑑,全數指標通過基礎評鑑,41,172,4.195121951,2.6
新竹市東區關東國民小學附設幼兒園,公立,新竹市,新竹市,新竹市新竹市關東路53號,121.0215176,24.7845034,60,107學年度,基礎評鑑,全數指標通過基礎評鑑,47,179,3.808510638,3.2
新竹市北區舊社國民小學附設幼兒園,公立,新竹市,新竹市,新竹市新竹市金竹路99號,120.9735926,24.8229427,90,107學年度,基礎評鑑,全數指標通過基礎評鑑,41,172,4.195121951,2.5
新竹市北區北門國民小學附設幼兒園,公立,新竹市,新竹市,新竹市新竹市水田街33號,120.965668,24.813708,120,102學年度,基礎評鑑,全數指標通過基礎評鑑,2,7,3.5,4.2
新竹市北區載熙國民小學附設幼兒園,公立,新竹市,新竹市,新竹市新竹市東大路二段386號,120.9623412,24.8194594,120,107學年度,基礎評鑑,部分指標通過基礎評鑑,45,149,3.311111111,4.3
新竹市東區東園國民小學附設幼兒園,公立,新竹市,新竹市,新竹市新竹市園後街25號,120.9851876,24.8000634,120,107學年度,基礎評鑑,全數指標通過基礎評鑑,49,176,3.591836735,4.6
國立清華大學附設實驗國民小學附設幼兒園,公立,新竹市,新竹市,新竹市新竹市四維路47號,120.9617019,24.7993532,240,107學年度,基礎評鑑,全數指標通過基礎評鑑,48,182,3.791666667,3.6
新竹市東區青草湖國民小學附設幼兒園,公立,新竹市,新竹市,新竹市新竹市明湖路1211號,120.9780134,24.7686541,90,107學年度,基礎評鑑,全數指標通過基礎評鑑,35,147,4.2,3.9
新竹市私立延平幼兒園,私立,新竹市,新竹市,新竹市新竹市延平路二段246號,120.9362595,24.8067372,60,103學年度,基礎評鑑,全數指標通過基礎評鑑,43,215,5,4.7
新竹市私立維也那書院幼兒園,私立,新竹市,新竹市,新竹市新竹市建美路57、59號1-3樓,120.9978042,24.8022794,55,106學年度,基礎評鑑,全數指標通過基礎評鑑,15,69,4.6,4.7
新竹市私立福曼莎幼兒園,私立,新竹市,新竹市,新竹市新竹市延平路一段214巷52號,120.953269,24.805812,150,105學年度,基礎評鑑,全數指標通過基礎評鑑,44,167,3.795454545,4.2
