name,type,city,district,address,longitude,latitude,capacity
基隆市仁愛區仁愛國民小學附設幼兒園,公立,基隆市,仁愛區,基隆市仁愛區仁愛國民小學附設幼兒園 [200]仁二路139號,121.7462697,25.1278698,120
基隆市仁愛區南榮國民小學附設幼兒園,公立,基隆市,仁愛區,基隆市仁愛區南榮國民小學附設幼兒園 [200]南榮路321號,121.744164,25.1190551,45
基隆市仁愛區成功國民小學附設幼兒園,公立,基隆市,仁愛區,基隆市仁愛區成功國民小學附設幼兒園 [200]獅球路6號,121.73814,25.1254865,90
基隆市仁愛區尚智國民小學附設幼兒園,公立,基隆市,仁愛區,基隆市仁愛區尚智國民小學附設幼兒園 [200]龍安街326號,121.742057,25.12054,30
基隆市信義區信義國民小學附設幼兒園,公立,基隆市,仁愛區,基隆市信義區信義國民小學附設幼兒園 [200]仁二路135號,121.7469015,25.1274807,60
基隆市立安心幼兒園光華分班,公立,基隆市,仁愛區,基隆市立安心幼兒園光華分班 [200]成功一路131號1樓,121.7361981,25.1286406,200
基隆市私立吉的堡仁愛幼兒園,私立,基隆市,仁愛區,基隆市私立吉的堡仁愛幼兒園 [200]仁一路261之8號及261之1號2樓之1,121.7485114,25.1282337,87
基隆市私立維也納幼兒園,私立,基隆市,仁愛區,基隆市私立維也納幼兒園 [200]南榮路22號2樓,121.742598,25.125651,90
基隆市私立雙全幼兒園,私立,基隆市,仁愛區,基隆市私立雙全幼兒園 [200]南榮路393巷19之1號,121.744705,25.118424,100
基隆市私立筌勝幼兒園,私立,基隆市,仁愛區,基隆市私立筌勝幼兒園 [200]愛五路19巷34號,121.745063,25.12905,35
基隆市信義區東光國民小學附設幼兒園,公立,基隆市,信義區,基隆市信義區東光國民小學附設幼兒園 [201]東信路236巷16號,121.7629749,25.1295784,45
基隆市信義區東信國民小學附設幼兒園,公立,基隆市,信義區,基隆市信義區東信國民小學附設幼兒園 [201]正信路26號,121.7602397,25.1312703,90
基隆市信義區中興國民小學附設幼兒園,公立,基隆市,信義區,基隆市信義區中興國民小學附設幼兒園 [201]信二路40號,121.7570568,25.1304352,60
基隆市信義區深澳國民小學附設幼兒園,公立,基隆市,信義區,基隆市信義區深澳國民小學附設幼兒園 [201]深澳坑路55-1號,121.7832959,25.1291718,106
基隆市信義區深美國民小學附設幼兒園,公立,基隆市,信義區,基隆市信義區深美國民小學附設幼兒園 [201]深美街198號,121.778441,25.137193,60
基隆市信義區月眉國民小學附設幼兒園,公立,基隆市,信義區,基隆市信義區月眉國民小學附設幼兒園 [201]月眉路250巷22號,121.7568807,25.1251337,30
基隆市私立新美幼兒園,私立,基隆市,信義區,基隆市私立新美幼兒園 [201]深溪路41號1-4樓,121.7820099,25.13212,36
基隆市私立道生幼兒園,私立,基隆市,信義區,基隆市私立道生幼兒園 [201]東光路261-17號,121.7695719,25.131997,150
基隆市私立柴爾德幼兒園,私立,基隆市,信義區,基隆市私立柴爾德幼兒園 [201]仁一路27號3樓之1、2,121.755262,25.127872,30
基隆市私立哈博士幼兒園,私立,基隆市,信義區,基隆市私立哈博士幼兒園 [201]深美街175號1-3樓,121.7777243,25.1368753,120
財團法人天主教會臺北教區基隆市私立若石幼兒園,私立,基隆市,信義區,財團法人天主教會臺北教區基隆市私立若石幼兒園 [201]信一路66號,121.7521489,25.1287228,300
基隆市私立培利園幼兒園,私立,基隆市,信義區,基隆市私立培利園幼兒園 [201]深溪路55巷48號,121.7816454,25.1328327,120
基隆市私立慈愛幼兒園,私立,基隆市,信義區,基隆市私立慈愛幼兒園 [201]深澳坑路172巷44之32號,121.787084,25.124641,20
基隆市私立喬傑利幼兒園,私立,基隆市,信義區,基隆市私立喬傑利幼兒園 [201]仁一路37巷9號3樓,121.755123,25.127317,28
基隆市私立吉的堡深美幼兒園,私立,基隆市,信義區,基隆市私立吉的堡深美幼兒園 [201]深溪路141、143、145號,121.7825334,25.1346342,134
基隆市私立啟賢幼兒園,私立,基隆市,信義區,"基隆市私立啟賢幼兒園 [201]正信路24之54號,24之55號",121.7616176,25.1317283,30
基隆市私立嘉美幼兒園,私立,基隆市,信義區,基隆市私立嘉美幼兒園 [201]深溪路66號1-3樓,121.7823892,25.1325987,33
基隆市私立薇莘幼兒園,私立,基隆市,信義區,基隆市私立薇莘幼兒園 [201]孝東路108號1樓,121.7770181,25.1280514,150
社團法人新竹市教保人員協會附設基隆市私立信義非營利幼兒園(基隆市政府委託辦理),非營利,基隆市,信義區,社團法人新竹市教保人員協會附設基隆市私立信義非營利幼兒園(基隆市政府委託辦理) [201]東信路4號,121.768517,25.128819,106
基隆市中正區和平國民小學附設幼兒園,公立,基隆市,中正區,基隆市中正區和平國民小學附設幼兒園 [202]和一路84巷26號,121.7660669,25.1556504,60
基隆市中正區正濱國民小學附設幼兒園,公立,基隆市,中正區,基隆市中正區正濱國民小學附設幼兒園 [202]祥豐街216號,121.7706334,25.1466438,90
基隆市中正區忠孝國民小學附設幼兒園,公立,基隆市,中正區,基隆市中正區忠孝國民小學附設幼兒園 [202]中正路656巷150號,121.767144,25.149023,30
基隆市中正區中正國民小學附設幼兒園,公立,基隆市,中正區,基隆市中正區中正國民小學附設幼兒園 [202]中船路36巷4號,121.750872,25.136079,120
基隆市中正區八斗國民小學附設幼兒園,公立,基隆市,中正區,基隆市中正區八斗國民小學附設幼兒園 [202]北寧路396巷52號,121.7977897,25.1387135,106
基隆市立安心幼兒園八斗分班,公立,基隆市,中正區,基隆市立安心幼兒園八斗分班 [202]八斗街57號2樓,121.79634,25.143313,100
基隆市私立小太陽幼兒園,私立,基隆市,中正區,基隆市私立小太陽幼兒園 [202]義一路87號2樓之2、2樓之3、 89號1樓,121.746714,25.134843,62
基隆市私立文馨義一幼兒園,私立,基隆市,中正區,基隆市私立文馨義一幼兒園 [202]義一路130號2樓,121.7470361,25.1347938,70
基隆市私立何佳仁幼兒園,私立,基隆市,中正區,基隆市私立何佳仁幼兒園 [202]信二路276號,121.7470774,25.1312814,160
基隆市私立培利安幼兒園,私立,基隆市,中正區,基隆市私立培利安幼兒園 [202]新豐街510號1、2樓,121.784889,25.135506,60
基隆市私立海大幼兒園,私立,基隆市,中正區,基隆市私立海大幼兒園 [202]新豐街251巷9弄1號,121.7888248,25.1347935,40
財團法人天主教會台北教區附設基隆市私立亨利幼兒園,私立,基隆市,中正區,財團法人天主教會台北教區附設基隆市私立亨利幼兒園 [202]祥豐街43號,121.7615019,25.1414592,90
基隆市私立資優幼兒園,私立,基隆市,中正區,基隆市私立資優幼兒園 [202]正義路2巷42號,121.7492091,25.1334819,30
基隆市私立愷昀幼兒園,私立,基隆市,中正區,基隆市私立愷昀幼兒園 [202]正義路2巷40號2樓、40、41號3樓,121.749073,25.133401,42
基隆市中山區仙洞國民小學附設幼兒園,公立,基隆市,中山區,基隆市中山區仙洞國民小學附設幼兒園 [203]仁安街141號,121.7471022,25.1472079,60
基隆市中山區港西國民小學附設幼兒園,公立,基隆市,中山區,基隆市中山區港西國民小學附設幼兒園 [203]中山一路291巷45號,121.740201,25.1365059,30
基隆市中山區中山國民小學附設幼兒園,公立,基隆市,中山區,基隆市中山區中山國民小學附設幼兒園 [203]通仁街28號,121.7361101,25.1461963,30
基隆市中山區中和國民小學附設幼兒園,公立,基隆市,中山區,基隆市中山區中和國民小學附設幼兒園 [203]中和路64號,121.7201693,25.1465947,45
基隆市中山區德和國民小學附設幼兒園,公立,基隆市,中山區,基隆市中山區德和國民小學附設幼兒園 [203]文化路164號,121.7306696,25.1548786,45
基隆市中山區中華國民小學附設幼兒園,公立,基隆市,中山區,基隆市中山區中華國民小學附設幼兒園 [203]中華路46巷26號,121.738735,25.149341,75
輔仁大學學校財團法人基隆市輔大聖心高級中學附設私立幼兒園,私立,基隆市,中山區,輔仁大學學校財團法人基隆市輔大聖心高級中學附設私立幼兒園 [203]西定路166號,121.7338675,25.1353145,120
基隆市私立蒙特梭利幼兒園,私立,基隆市,中山區,基隆市私立蒙特梭利幼兒園 [203]德安路79之4號,121.724529,25.1512483,60
基隆市私立愛米爾幼兒園,私立,基隆市,中山區,基隆市私立愛米爾幼兒園 [203]中和路70巷1號,121.7196245,25.147352,120
基隆市私立向日葵幼兒園,私立,基隆市,中山區,基隆市私立向日葵幼兒園 [203]中和路97之1、97之2號2樓,121.720317,25.147435,40
私立經國管理暨健康學院附設基隆市幼兒園,私立,基隆市,中山區,私立經國管理暨健康學院附設基隆市幼兒園 [203]復興路336號,121.7277801,25.1500306,100
基隆市私立自立幼兒園,私立,基隆市,中山區,基隆市私立自立幼兒園 [203]復興路212巷19弄4、6、8、10、12、14號1樓,121.7274539,25.148264,120
基隆市安樂區建德國民小學附設幼兒園,公立,基隆市,安樂區,基隆市安樂區建德國民小學附設幼兒園 [204]安和一街392號,121.7215091,25.1246748,60
基隆市安樂區武崙國民小學附設幼兒園,公立,基隆市,安樂區,基隆市安樂區武崙國民小學附設幼兒園 [204]武崙街203號,121.7061312,25.1389707,90
基隆市安樂區長樂國民小學附設幼兒園,公立,基隆市,安樂區,基隆市安樂區長樂國民小學附設幼兒園 [204]樂利三街30巷123號,121.7110157,25.1252597,106
基隆市安樂區隆聖國民小學附設幼兒園,公立,基隆市,安樂區,基隆市安樂區隆聖國民小學附設幼兒園 [204]武隆街107號,121.69349,25.1562636,60
基隆市立建德幼兒園,公立,基隆市,安樂區,基隆市立建德幼兒園 [204]安和一街7號,121.7227331,25.1219196,240
基隆市安樂區西定國民小學附設幼兒園,公立,基隆市,安樂區,基隆市安樂區西定國民小學附設幼兒園 [204]新西街1號,121.7318292,25.1365046,90
基隆市安樂區安樂國民小學附設幼兒園,公立,基隆市,安樂區,基隆市安樂區安樂國民小學附設幼兒園 [204]安一路177巷23號,121.7308276,25.1318199,120
基隆市立安心幼兒園,公立,基隆市,安樂區,基隆市立安心幼兒園 [204]麥金路482之1號,121.7195185,25.1260219,200
基隆市立安心幼兒園中崙分班,公立,基隆市,安樂區,基隆市立安心幼兒園中崙分班 [204]基金二路3巷7號1-2樓,121.702189,25.143262,55
基隆市私立一丫一丫幼兒園,私立,基隆市,安樂區,基隆市私立一丫一丫幼兒園 [204]基金一路208巷176號,121.708345,25.1477878,225
基隆市私立安琪兒幼兒園,私立,基隆市,安樂區,基隆市私立安琪兒幼兒園 [204]基金一路135巷13號,121.7091377,25.1409514,40
基隆市私立耶魯幼兒園,私立,基隆市,安樂區,基隆市私立耶魯幼兒園 [204]武嶺街247之6-10，213之5-9，215，215之1-5號,121.7082818,25.1383502,240
基隆市私立親親幼兒園,私立,基隆市,安樂區,基隆市私立親親幼兒園 [204]麥金路230、232、234號1樓至3樓,121.721679,25.1222467,237
基隆市私立長春藤幼兒園,私立,基隆市,安樂區,基隆市私立長春藤幼兒園 [204]樂利三街8巷33號1樓,121.7186813,25.1300251,50
基隆市私立德寶幼兒園,私立,基隆市,安樂區,"基隆市私立德寶幼兒園 [204]樂利二街62巷235,236號1樓",121.7163747,25.1207616,60
基隆市私立嘉成幼兒園,私立,基隆市,安樂區,基隆市私立嘉成幼兒園 [204]基金三路52之6、7號1-2樓,121.6969415,25.1545918,67
基隆市私立長庚森林幼兒園,私立,基隆市,安樂區,基隆市私立長庚森林幼兒園 [204]基金一路208巷186、190號1樓,121.707486,25.147862,76
基隆市私立城上城幼兒園,私立,基隆市,安樂區,基隆市私立城上城幼兒園 [204]麥金路201號2、3樓,121.7211593,25.1220299,180
基隆市暖暖區暖暖國民小學附設幼兒園,公立,基隆市,暖暖區,基隆市暖暖區暖暖國民小學附設幼兒園 [205]暖暖街121號,121.7373537,25.1007571,60
基隆市立過港幼兒園,公立,基隆市,暖暖區,基隆市立過港幼兒園 [205]過港路56號,121.7379822,25.1049273,240
基隆市暖暖區碇內國民小學附設幼兒園,公立,基隆市,暖暖區,基隆市暖暖區碇內國民小學附設幼兒園 [205]源遠路258號,121.7540088,25.0984879,60
基隆市暖暖區暖江國民小學附設幼兒園,公立,基隆市,暖暖區,基隆市暖暖區暖江國民小學附設幼兒園 [205]寧靜街3號1-2樓,121.7377696,25.1054134,60
基隆市私立小象幼兒藝術幼兒園,私立,基隆市,暖暖區,基隆市私立小象幼兒藝術幼兒園 [205]暖暖街52號,121.737964,25.101777,30
基隆市私立奇瓦迪幼兒園,私立,基隆市,暖暖區,基隆市私立奇瓦迪幼兒園 [205]暖暖街457號1-3樓,121.7367791,25.093044,60
基隆市私立幼新幼兒園,私立,基隆市,暖暖區,基隆市私立幼新幼兒園 [205]碇內街5號、5之1號、7號、7之1號1樓,121.7550974,25.096427,80
基隆市私立小天使幼兒園,私立,基隆市,暖暖區,基隆市私立小天使幼兒園 [205]過港路214號2-3樓,121.734953,25.108534,25
基隆市私立幼幼幼兒園,私立,基隆市,暖暖區,基隆市私立幼幼幼兒園 [205]暖暖街335巷30號,121.7360931,25.0936717,300
基隆市私立吉貝兒幼兒園,私立,基隆市,暖暖區,基隆市私立吉貝兒幼兒園 [205]暖碇路153、155號1-2樓,121.7566058,25.097167,68
基隆市私立大華幼兒園,私立,基隆市,暖暖區,基隆市私立大華幼兒園 [205]暖暖街216號,121.7348344,25.0984027,30
基隆市私立吉的堡暖暖幼兒園,私立,基隆市,暖暖區,基隆市私立吉的堡暖暖幼兒園 [205]暖暖街449號,121.7366668,25.0931238,60
基隆市立安心幼兒園六堵分班,公立,基隆市,七堵區,基隆市立安心幼兒園六堵分班 [206]工建路104巷17-2號2樓,121.70205,25.090523,80
基隆市立安心幼兒園百福分班,公立,基隆市,七堵區,基隆市立安心幼兒園百福分班 [206]百一街185號,121.69958,25.081109,80
基隆市七堵區長興國民小學附設幼兒園,公立,基隆市,七堵區,基隆市七堵區長興國民小學附設幼兒園 [206]東新街3號,121.7132541,25.0916421,90
基隆市七堵區五堵國民小學附設幼兒園,公立,基隆市,七堵區,基隆市七堵區五堵國民小學附設幼兒園 [206]百一街25號,121.6942654,25.0796128,90
基隆市七堵區堵南國民小學附設幼兒園,公立,基隆市,七堵區,基隆市七堵區堵南國民小學附設幼兒園 [206]大德路120號,121.6920705,25.083334,60
基隆市七堵區七堵國民小學附設幼兒園,公立,基隆市,七堵區,基隆市七堵區七堵國民小學附設幼兒園 [206]明德一路184號,121.7137156,25.0978817,90
基隆市七堵區瑪陵國民小學附設幼兒園,公立,基隆市,七堵區,基隆市七堵區瑪陵國民小學附設幼兒園 [206]大成街1號,121.6887504,25.1101292,30
基隆市七堵區復興國民小學附設幼兒園,公立,基隆市,七堵區,基隆市七堵區復興國民小學附設幼兒園 [206]華新二街21號,121.665518,25.107234,30
基隆市七堵區華興國民小學附設幼兒園,公立,基隆市,七堵區,基隆市七堵區華興國民小學附設幼兒園 [206]泰安路34號,121.7080779,25.0878677,60
基隆市私立小象幼兒園,私立,基隆市,七堵區,基隆市私立小象幼兒園 [206]崇禮街28號1-3樓,121.7153879,25.0979772,31
基隆市私立神奇寶貝幼兒園,私立,基隆市,七堵區,基隆市私立神奇寶貝幼兒園 [206]南興路90號,121.712384,25.096792,40
基隆市私立嘉仁幼兒園,私立,基隆市,七堵區,基隆市私立嘉仁幼兒園 [206]福五街174、174之1、174之2號、174號2樓之1,121.697917,25.087695,100
基隆市私立名人幼兒園,私立,基隆市,七堵區,基隆市私立名人幼兒園 [206]百三街89巷2、4號1-2樓,121.6971499,25.0819256,116
基隆市私立全美幼兒園,私立,基隆市,七堵區,基隆市私立全美幼兒園 [206]東新街84號,121.7196714,25.0934839,160
基隆市私立貝貝幼兒園,私立,基隆市,七堵區,基隆市私立貝貝幼兒園 [206]崇智街27巷26、28號,121.7123809,25.0996561,22
基隆市私立小象童寶幼兒園,私立,基隆市,七堵區,基隆市私立小象童寶幼兒園 [206]百六街90、92號1樓,121.6954698,25.0850951,55
基隆市私立安特幼兒園,私立,基隆市,七堵區,基隆市私立安特幼兒園 [206]百六街100巷25號1樓,121.6969176,25.0843745,23
基隆市私立名將幼兒園,私立,基隆市,七堵區,基隆市私立名將幼兒園 [206]百七街66、70號,121.6974786,25.0868933,50
基隆市私立艾佛頓幼兒園,私立,基隆市,七堵區,基隆市私立艾佛頓幼兒園 [206]福五街42號,121.699232,25.083616,25
基隆市私立小象文教幼兒園,私立,基隆市,七堵區,基隆市私立小象文教幼兒園 [206]明德一路322號,121.7103663,25.0937787,60
財團法人彭婉如文教基金會附設基隆市私立百福非營利幼兒園(基隆市政府委託辦理),非營利,基隆市,七堵區,財團法人彭婉如文教基金會附設基隆市私立百福非營利幼兒園(基隆市政府委託辦理) [206]福五街1號,121.6987486,25.0834942,106
臺北市中正區螢橋國民小學附設幼兒園,公立,臺北市,中正區,臺北市中正區螢橋國民小學附設幼兒園 [100]詔安街29號1樓,121.5144111,25.02495,136
臺北市中正區國語實驗國民小學附設幼兒園,公立,臺北市,中正區,臺北市中正區國語實驗國民小學附設幼兒園 [100]重慶南路二段14之4號1樓至2樓,121.5126059,25.032512,180
臺北市中正區東門國民小學附設幼兒園,公立,臺北市,中正區,臺北市中正區東門國民小學附設幼兒園 [100]仁愛路一段2之4號,121.5205127,25.0375379,150
臺北市中正區忠義國民小學附設幼兒園,公立,臺北市,中正區,臺北市中正區忠義國民小學附設幼兒園 [100]中華路二段307巷17號1樓,121.5061869,25.0296997,60
臺北市中正區河堤國民小學附設幼兒園,公立,臺北市,中正區,臺北市中正區河堤國民小學附設幼兒園 [100]汀州路二段180號1樓,121.5221913,25.0228604,120
臺北市中正區忠孝國民小學附設幼兒園,公立,臺北市,中正區,臺北市中正區忠孝國民小學附設幼兒園 [100]忠孝東路二段101號1樓,121.5315325,25.0429269,60
臺北市立大學附設實驗國民小學附設幼兒園,公立,臺北市,中正區,臺北市立大學附設實驗國民小學附設幼兒園 [100]公園路29號1樓,121.5152463,25.0360732,180
臺北市立中正幼兒園,公立,臺北市,中正區,臺北市立中正幼兒園 [100]濟南路二段46號2樓,121.5308428,25.0403026,150
臺北市中正區南門國民小學附設幼兒園,公立,臺北市,中正區,臺北市中正區南門國民小學附設幼兒園 [100]廣州街6號,121.5090686,25.0352657,60
臺北市私立南門幼兒園,私立,臺北市,中正區,臺北市私立南門幼兒園 [100]重慶南路三段27巷4號1樓,121.516018,25.028516,35
財團法人中華基督教衛理公會附設臺北市私立城中衛理幼兒園,私立,臺北市,中正區,財團法人中華基督教衛理公會附設臺北市私立城中衛理幼兒園 [100]寧波東街9巷6號1樓,121.5197149,25.0326859,90
財團法人台北市私立強恕高級中學附設臺北市私立幼兒園,私立,臺北市,中正區,財團法人台北市私立強恕高級中學附設臺北市私立幼兒園 [100]汀州路二段143號1樓,121.5199408,25.0250164,150
國防醫學院附設臺北市私立愛德幼兒園,私立,臺北市,中正區,國防醫學院附設臺北市私立愛德幼兒園 [100]汀州路3段24巷5弄12號1樓\39號1.2樓\41號1樓\43號1樓,121.5275464,25.0159963,180
臺北市私立傑瑞富幼兒園,私立,臺北市,中正區,臺北市私立傑瑞富幼兒園 [100]忠孝東路一段9號2樓,121.523832,25.044948,54
臺北市私立聯華幼兒園,私立,臺北市,中正區,臺北市私立聯華幼兒園 [100]南海路110之1號1樓,121.5080369,25.027722,90
臺北市私立中正區清華幼兒園,私立,臺北市,中正區,臺北市私立中正區清華幼兒園 [100]貴陽街一段58號,121.5093255,25.0389075,180
臺北市私立寶貝幼兒園,私立,臺北市,中正區,臺北市私立寶貝幼兒園 [100]寧波西街181巷44號1、2樓,121.509609,25.026425,31
法務部附設臺北市私立員工子女幼兒園,私立,臺北市,中正區,法務部附設臺北市私立員工子女幼兒園 [100]重慶南路1段136巷2號1樓,121.511764,25.036095,90
國立臺灣大學醫學院附設醫院附設臺北市私立員工子女幼兒園,私立,臺北市,中正區,國立臺灣大學醫學院附設醫院附設臺北市私立員工子女幼兒園 [100]常德街1號1樓,121.517181,25.041417,200
臺北市私立蒙特梭利童圓幼兒園,私立,臺北市,中正區,臺北市私立蒙特梭利童圓幼兒園 [100]濟南路二段54-1號1至2樓,121.5316292,25.0398755,60
臺北市私立巨勝幼兒園,私立,臺北市,中正區,臺北市私立巨勝幼兒園 [100]金山南路一段67巷8號1、2樓及8之1號1樓,121.528711,25.037654,68
臺灣高等法院附設臺北市私立員工子女幼兒園,私立,臺北市,中正區,臺灣高等法院附設臺北市私立員工子女幼兒園 [100]重慶南路一段136巷4號1樓,121.511764,25.036095,60
財團法人信誼基金會附設臺北市私立實驗幼兒園,私立,臺北市,中正區,財團法人信誼基金會附設臺北市私立實驗幼兒園 [100]重慶南路二段75號2樓,121.5153954,25.0299695,64
臺北市私立涵鈺新天地幼兒園,私立,臺北市,中正區,臺北市私立涵鈺新天地幼兒園 [100]林森南路12號3樓之1,121.4779967,25.1351548,30
臺北市私立智寶園幼兒園,私立,臺北市,中正區,臺北市私立智寶園幼兒園 [100]羅斯福路2段50號2樓之1及2樓之2,121.5215916,25.0278161,39
財團法人台北基督教女青年會附設臺北市私立幼兒園,私立,臺北市,中正區,財團法人台北基督教女青年會附設臺北市私立幼兒園 [100]青島西路7號2樓,121.518194,25.044931,106
臺北市私立百家姓幼兒園,私立,臺北市,中正區,臺北市私立百家姓幼兒園 [100]延平南路248巷3號1樓及中華路二段75巷22號1樓,121.507105,25.033525,40
臺北市私立維格幼兒園,私立,臺北市,中正區,臺北市私立維格幼兒園 [100]廣州街8巷13號1樓,121.5081233,25.0345313,26
臺北市私立乖乖幼兒園,私立,臺北市,中正區,臺北市私立乖乖幼兒園 [100]南海路96之1及96之2號1至2樓,121.5084756,25.0284335,120
臺北市私立家緣蒙特梭利幼兒園,私立,臺北市,中正區,臺北市私立家緣蒙特梭利幼兒園 [100]杭州南路1段131巷5號1樓,121.5253618,25.0366409,30
臺北市私立何嘉仁臨沂幼兒園,私立,臺北市,中正區,臺北市私立何嘉仁臨沂幼兒園 [100]臨沂街65巷1號1樓、2樓、3樓,121.5286636,25.0363944,181
耕莘健康管理專科學校附設臺北市私立螢橋非營利幼兒園(臺北市政府委託辦理),非營利,臺北市,中正區,耕莘健康管理專科學校附設臺北市私立螢橋非營利幼兒園(臺北市政府委託辦理) [100]汀洲路三段4號,121.5265634,25.0189196,106
臺北市大同區雙蓮國民小學附設幼兒園,公立,臺北市,大同區,臺北市大同區雙蓮國民小學附設幼兒園 [103]錦西街51號,121.5167044,25.0601155,150
臺北市大同區延平國民小學附設幼兒園,公立,臺北市,大同區,臺北市大同區延平國民小學附設幼兒園 [103]昌吉街97號,121.5124288,25.0666472,120
臺北市大同區太平國民小學附設幼兒園,公立,臺北市,大同區,臺北市大同區太平國民小學附設幼兒園 [103]延平北路二段239號,121.511449,25.061383,152
臺北市大同區大同國民小學附設幼兒園,公立,臺北市,大同區,臺北市大同區大同國民小學附設幼兒園 [103]大龍街51號,121.5168867,25.0650081,120
臺北市大同區日新國民小學附設幼兒園,公立,臺北市,大同區,臺北市大同區日新國民小學附設幼兒園 [103]太原路151號,121.5164821,25.0544041,150
臺北市大同區大橋國民小學附設幼兒園,公立,臺北市,大同區,臺北市大同區大橋國民小學附設幼兒園 [103]重慶北路三段2號,121.5125477,25.0640328,106
臺北市大同區大龍國民小學附設幼兒園,公立,臺北市,大同區,臺北市大同區大龍國民小學附設幼兒園 [103]哈密街47號,121.5167087,25.0734011,166
臺北市立大同幼兒園,公立,臺北市,大同區,臺北市立大同幼兒園 [103]南京西路64巷9弄8號,121.519022,25.052344,180
臺北市大同區永樂國民小學附設幼兒園,公立,臺北市,大同區,臺北市大同區永樂國民小學附設幼兒園 [103]延平北路二段266號,121.5110848,25.061297,182
臺北市大同區蓬萊國民小學附設幼兒園,公立,臺北市,大同區,臺北市大同區蓬萊國民小學附設幼兒園 [103]寧夏路35號,121.5157097,25.0563873,90
臺北市立啟聰學校幼兒部,公立,臺北市,大同區,臺北市立啟聰學校幼兒部 [103]重慶北路3段320號,121.5127557,25.0747751,0
臺北市私立功文雪泥幼兒園,私立,臺北市,大同區,臺北市私立功文雪泥幼兒園 [103]哈密街59巷79、81號1、2、3樓,121.515812,25.075948,60
臺北市私立榮星幼兒園,私立,臺北市,大同區,臺北市私立榮星幼兒園 [103]歸綏街303巷9號1樓及2樓,121.5088014,25.0587665,180
臺北市私立博登幼兒園,私立,臺北市,大同區,臺北市私立博登幼兒園 [103]承德路三段208巷29號及33號1樓,121.5172494,25.070585,99
臺北市私立功文成長幼兒園,私立,臺北市,大同區,臺北市私立功文成長幼兒園 [103]大同區哈密街59巷83號1-2樓,121.515812,25.075948,42
臺北市私立育學幼兒園,私立,臺北市,大同區,臺北市私立育學幼兒園 [103]民族西路162巷3號1樓,121.515442,25.068198,37
臺北市私立親兒園蒙特梭利幼兒園,私立,臺北市,大同區,臺北市私立親兒園蒙特梭利幼兒園 [103]承德路2段47號2樓及47號2樓之1,121.5184199,25.0551608,55
臺北市私立格爾登幼兒園,私立,臺北市,大同區,臺北市私立格爾登幼兒園 [103]承德路三段40號1樓,121.5180682,25.0646995,35
臺北市私立水晶幼兒園,私立,臺北市,大同區,臺北市私立水晶幼兒園 [103]延平北路二段272巷7號1樓,121.5108833,25.0621653,30
臺北市私立海桔斯幼兒園,私立,臺北市,大同區,臺北市私立海桔斯幼兒園 [103]延平北路二段286、286之1、286之2、286之3、286之4號1樓,121.5111704,25.0622911,39
財團法人陳德星堂附設臺北市私立德星幼兒園,私立,臺北市,大同區,財團法人陳德星堂附設臺北市私立德星幼兒園 [103]寧夏路27號1樓,121.5158641,25.0555111,150
臺北市私立甜甜屋幼兒園,私立,臺北市,大同區,臺北市私立甜甜屋幼兒園 [103]重慶北路三段296巷4弄4號1樓,121.5133065,25.073509,18
臺北市私立甜甜屋親子幼兒園,私立,臺北市,大同區,臺北市私立甜甜屋親子幼兒園 [103]哈密街143之2號及143之3號1樓,121.4951149,25.07216,38
財團法人天主教會台北教區附設臺北市私立聖心幼兒園,私立,臺北市,大同區,財團法人天主教會台北教區附設臺北市私立聖心幼兒園 [103]民生西路245號1樓至3樓,121.5148879,25.057244,330
財團法人王氏太原堂附設臺北市私立太原幼兒園,私立,臺北市,大同區,財團法人王氏太原堂附設臺北市私立太原幼兒園 [103]迪化街二段243巷2號1樓,121.5124496,25.0716869,210
臺北市私立重慶非營利幼兒園（臺北市政府委託財團法人彭婉如文教基金會辦理）,非營利,臺北市,大同區,臺北市私立重慶非營利幼兒園（臺北市政府委託財團法人彭婉如文教基金會辦理） [103]大龍街187巷1號1,121.5161992,25.0693577,84
臺北市立中山幼兒園,公立,臺北市,中山區,臺北市立中山幼兒園 [104]大直街25號1、2樓,121.546687,25.0818499,270
臺北市中山區長安國民小學附設幼兒園,公立,臺北市,中山區,臺北市中山區長安國民小學附設幼兒園 [104]吉林路15號,121.5301139,25.0495306,136
臺北市中山區懷生國民小學附設幼兒園,公立,臺北市,中山區,臺北市中山區懷生國民小學附設幼兒園 [104]安東街16巷2號,121.5417844,25.0452404,30
臺北市中山區大佳國民小學附設幼兒園,公立,臺北市,中山區,臺北市中山區大佳國民小學附設幼兒園 [104]濱江街107號2樓,121.5363585,25.0733502,60
臺北市中山區濱江國民小學附設幼兒園,公立,臺北市,中山區,臺北市中山區濱江國民小學附設幼兒園 [104]樂群2路266巷99號,121.5609806,25.0768972,182
臺北市中山區大直國民小學附設幼兒園,公立,臺北市,中山區,臺北市中山區大直國民小學附設幼兒園 [104]大直街2號,121.5464127,25.0805261,106
臺北市中山區永安國民小學附設幼兒園,公立,臺北市,中山區,臺北市中山區永安國民小學附設幼兒園 [104]明水路397巷19弄1號,121.5495772,25.0787857,150
臺北市中山區五常國民小學附設幼兒園,公立,臺北市,中山區,臺北市中山區五常國民小學附設幼兒園 [104]五常街16號,121.5418175,25.0640119,226
臺北市中山區吉林國民小學附設幼兒園,公立,臺北市,中山區,臺北市中山區吉林國民小學附設幼兒園 [104]長春路116號,121.529321,25.054652,166
